,code,date,Next1year,ndcg@1,ndcg@2,ndcg@3,ndcg@5
129327,483003,2017/4/16,-1.887289789,-0.25692725,0.5,0.08435613,0.31899154
129328,166006,2017/4/16,26.66395774,-0.31413162,0.5,0.08361195,0.6173225
129329,690004,2017/4/16,20.40668119,-0.42368174,0.5,0.04225583,0.65843207
129330,160613,2017/4/16,5.536372007,0.27151322,0.5,0.5575416,0.7597849
129331,202005,2017/4/16,15.78874073,0.44905648,0.5,0.5313772,0.76578885
129332,519672,2017/4/16,12.82979824,1.1171916,0.5,1.5414016,0.85203385
129333,519994,2017/4/16,-5.683978785,-0.7527983,0.5,-0.2797432,0.19270383
129334,398041,2017/4/16,-0.313239593,-0.60869414,0.5,-0.32452002,0.73554945
129335,110029,2017/4/16,13.49793505,-0.55073196,0.5,-0.0818613,-0.1293398
129336,160127,2017/4/16,13.07157782,0.008684146,0.5,0.23066422,1.34525
129337,450004,2017/4/16,23.19834298,0.42416257,0.5,1.1366153,0.06672429
129338,418,2017/4/16,9.423434594,-0.13209766,0.5,0.29754084,0.943703
129339,519095,2017/4/16,-3.111788231,1.5346947,0.5,1.8273044,0.8026143
129340,90009,2017/4/16,9.536973048,0.2091122,0.5,0.65679115,0.95341593
129341,240020,2017/4/16,20.20816158,-0.18207672,0.5,0.1352892,0.47008285
129342,690003,2017/4/16,13.81461676,0.2502134,0.5,0.6469452,0.520441
129343,70011,2017/4/16,9.477152148,1.2369797,0.5,1.590746,0.103829205
129344,360016,2017/4/16,-5.758770398,0.16743623,0.5,0.40234706,0.63289475
129345,398061,2017/4/16,17.35827002,0.050734244,0.5,0.43391848,0.78093725
129346,20009,2017/4/16,10.55116806,-0.33985195,0.5,-0.013102438,0.46605748
129347,519056,2017/4/16,19.65199591,-0.6933344,0.5,-0.050896905,0.2775119
129348,206009,2017/4/16,11.30603429,0.4763932,0.5,0.7408397,0.72570646
129349,110009,2017/4/16,14.38259994,0.29616463,0.5,0.58552855,0.369998
129350,519665,2017/4/16,34.64467005,0.48308018,0.5,0.8424443,0.44023943
129351,519068,2017/4/16,24.70390245,0.6949521,0.5,1.0950077,0.70341396
129352,550009,2017/4/16,9.412614348,0.3776798,0.5,0.7471895,0.38634148
129353,376510,2017/4/16,15.73187415,-0.78298455,0.5,-0.4519019,0.60364234
129354,398011,2017/4/16,17.03910615,-0.90426075,0.5,-0.4075843,-0.09168614
129355,290011,2017/4/16,-19.29195804,-0.113865204,0.5,0.3365751,0.6819916
129356,590001,2017/4/16,-3.465193541,-0.12548347,0.5,0.37365177,-0.031411804
129357,240004,2017/4/16,-16.34340822,0.21271944,0.5,0.48375055,0.59607536
129358,710001,2017/4/16,27.7820541,0.8202704,0.5,1.5876591,0.7421697
129359,100039,2017/4/16,10.88439837,1.3162953,0.5,1.5117087,0.70706344
129360,519026,2017/4/16,6.575963719,0.02769529,0.5,0.57456726,0.1163535
129361,519674,2017/4/16,11.26637555,0.7869046,0.5,1.1420298,0.74806017
129362,549,2017/4/16,2.880184332,1.4147222,0.5,1.8000519,0.7517337
129363,570007,2017/4/16,16.97247706,0.41818893,0.5,0.7616649,0.57600236
129364,377530,2017/4/16,19.82758621,0.035226427,0.5,0.344116,0.42156622
129365,1009,2017/4/16,-0.105152471,0.24260834,0.5,0.38140246,0.53936374
129366,290008,2017/4/16,3.692190573,0.23367792,0.5,0.5544198,0.5711244
129367,100022,2017/4/16,22.00213102,1.2900947,0.5,1.3556271,0.82249594
129368,570005,2017/4/16,22.41154893,0.25217792,0.5,0.40221635,0.81208634
129369,519702,2017/4/16,13.78073474,0.9150688,0.5,1.0763644,0.9055221
129370,40005,2017/4/16,12.73302849,0.5535141,0.5,0.9329942,0.14376166
129371,217010,2017/4/16,5.187019419,-0.67782915,0.5,-0.40545848,0.10057415
129372,50008,2017/4/16,9.640486194,0.77265626,0.5,1.25296,0.05433729
129373,110002,2017/4/16,9.031210037,0.5184817,0.5,0.69935596,0.08756373
129374,290014,2017/4/16,-5.281319453,-1.0664591,0.5,-0.6934965,0.5646711
129375,470008,2017/4/16,12.86955472,0.892482,0.5,1.4348544,0.49175847
129376,162006,2017/4/16,11.83788722,-0.26331642,0.5,0.10562492,0.28138545
129377,612,2017/4/16,8.049011306,0.004874426,0.5,0.28790137,0.465349
129378,540003,2017/4/16,8.833766753,0.15549156,0.5,0.48971847,0.588799
129379,481004,2017/4/16,-14.7965616,-0.57692933,0.5,-0.060012925,-0.10646248
129380,160106,2017/4/16,3.714342465,0.063839085,0.5,0.32233882,0.31445652
129381,210008,2017/4/16,10.87943716,-1.1608,0.5,-0.57599807,0.33817643
129382,519694,2017/4/16,9.295774648,0.7363427,0.5,1.1004834,0.7398132
129383,166009,2017/4/16,2.700284036,-0.24821655,0.5,0.000514396,0.7177478
129384,690005,2017/4/16,14.52476573,-0.5035959,0.5,-0.004046817,0.7526441
129385,460005,2017/4/16,6.853020739,0.2037656,0.5,0.5254721,0.9041789
129386,1105,2017/4/16,10.16691958,0.4380144,0.5,0.6614287,0.40385467
129387,229002,2017/4/16,-6.575937786,1.0342599,0.5,1.2471238,0.93866533
129388,793,2017/4/16,-14.03345725,-0.26272517,0.5,-0.005102549,0.46148252
129389,57,2017/4/16,6.184798808,0.028266741,0.5,0.56026334,0.3683414
129390,1,2017/4/16,6.807010407,-0.09161402,0.5,0.02019523,0.07679539
129391,360006,2017/4/16,5.052353907,0.34326473,0.5,0.6425883,0.31045437
129392,202009,2017/4/16,-2.94896821,-0.045845974,0.5,0.47468743,0.4706389
129393,70017,2017/4/16,-5.42595769,1.0449681,0.5,1.3981401,0.7656347
129394,460007,2017/4/16,19.16537867,0.26975885,0.5,0.69711816,0.5415798
129395,110010,2017/4/16,17.76239908,-0.4435952,0.5,0.17277476,0.24290402
129396,519018,2017/4/16,11.37360881,0.17545232,0.5,0.65783495,0.18868369
129397,210005,2017/4/16,5.49860205,-1.7698282,0.5,-1.1759939,0.45969513
129398,40025,2017/4/16,10.66127635,0.70117074,0.5,0.9075192,1.3491212
129399,110025,2017/4/16,8.991008991,0.5432594,0.5,0.91566324,0.71120954
129400,260108,2017/4/16,42.08784597,-0.41066247,0.5,-0.15821066,0.54089034
129401,260110,2017/4/16,22.80637074,-0.5077411,0.5,-0.24113406,0.4198553
129402,519001,2017/4/16,7.350226548,1.1173774,0.5,1.5133011,0.3475642
129403,61,2017/4/16,-25.04638219,1.027127,0.5,1.4629328,0.56315637
129404,240010,2017/4/16,-4.982877909,0.37043288,0.5,0.6966028,0.21061611
129405,628,2017/4/16,21.43962848,0.30677924,0.5,0.48213586,1.1053554
129406,696,2017/4/16,-13.67292225,1.0586358,0.5,1.3690014,0.5964645
129407,202011,2017/4/16,7.033494084,-0.70894706,0.5,-0.49463105,0.6344351
129408,202007,2017/4/16,12.05158509,0.23777886,0.5,0.54240346,0.65471506
129409,460001,2017/4/16,23.34800811,0.38886318,0.5,0.8372232,0.39148664
129410,960,2017/4/16,17.69230769,-0.47719595,0.5,-0.26513854,0.4735735
129411,165310,2017/4/16,13.27450482,-0.12007784,0.5,0.24591914,0.73705214
129412,210003,2017/4/16,11.64571188,-1.3095,0.5,-0.89471966,0.47430843
129413,540010,2017/4/16,1.908237748,0.54343325,0.5,1.0925113,0.46853703
129414,180010,2017/4/16,7.528961632,0.78296316,0.5,1.0434855,0.26851058
129415,519664,2017/4/16,35.93073593,0.45446092,0.5,0.8177775,0.4487514
129416,450003,2017/4/16,11.23937105,0.45068696,0.5,0.77628434,0.28227147
129417,90011,2017/4/16,-0.379785605,-0.5062854,0.5,-0.28609183,0.596647
129418,240017,2017/4/16,-2.421828503,-0.20418829,0.5,0.15590486,0.6302358
129419,240005,2017/4/16,-2.868784759,0.8652659,0.5,1.2820042,0.63415945
129420,360005,2017/4/16,-7.971646674,-0.77576727,0.5,-0.46457034,0.24700011
129421,165516,2017/4/16,4.311926606,0.3442944,0.5,0.69780093,0.72965294
129422,1070,2017/4/16,5.263157895,0.16797547,0.5,0.38688856,0.7964542
129423,570001,2017/4/16,25.36091061,0.3669655,0.5,0.6014658,0.70773304
129424,971,2017/4/16,-16.13216715,0.7768744,0.5,1.1716182,0.4809974
129425,610006,2017/4/16,-9.103213194,0.10626926,0.5,0.41595715,0.67969406
129426,80005,2017/4/16,6.51154319,-0.42586622,0.5,-0.113533765,0.729886
129427,519727,2017/4/16,-4.111992141,0.1823989,0.5,0.61245334,0.35825503
129428,803,2017/4/16,1.110288675,-0.006637007,0.5,0.2517553,0.5015839
129429,519679,2017/4/16,6.404214028,1.332875,0.5,1.8217679,0.55744183
129430,697,2017/4/16,5.087209302,0.6838352,0.5,0.9766085,-0.14983112
129431,751,2017/4/16,32.74780427,1.505334,0.5,1.6833862,0.9530297
129432,481017,2017/4/16,7.348560079,0.46369728,0.5,0.8115589,0.7197377
129433,240022,2017/4/16,9.493293592,0.41809738,0.5,0.89348155,0.9193825
129434,161818,2017/4/16,6.057512336,0.22082917,0.5,0.7378615,0.021686167
129435,978,2017/4/16,2.64255911,0.48997086,0.5,0.65238565,0.8777557
129436,40001,2017/4/16,-0.966055554,0.4132965,0.5,0.71166265,0.27938044
129437,519025,2017/4/16,4.403327596,-0.87550974,0.5,-0.31852618,0.37011573
129438,660005,2017/4/16,-0.611153552,0.2225856,0.5,0.55521834,0.58271366
129439,206002,2017/4/16,14.27392739,0.8692745,0.5,1.1204013,0.24237435
129440,213002,2017/4/16,-7.593970616,-0.37211022,0.5,0.007019997,0.53825486
129441,206007,2017/4/16,25.98204265,0.18691353,0.5,0.42170295,0.7892361
129442,519158,2017/4/16,-0.431220354,0.9608312,0.5,1.3804358,0.80019146
129443,470098,2017/4/16,7.468744926,1.3928956,0.5,1.7413986,0.6551551
129444,202019,2017/4/16,-11.49224927,-0.021444384,0.5,0.17901148,0.86136776
129445,519033,2017/4/16,10.77167679,-0.6055108,0.5,-0.26401305,-0.05587255
129446,400007,2017/4/16,3.904732302,1.8553303,0.5,2.2192352,0.76156557
129447,660004,2017/4/16,13.83394597,0.3607102,0.5,0.72022134,0.69574547
129448,166001,2017/4/16,11.47047762,0.027373265,0.5,0.30873516,0.7067531
129449,70006,2017/4/16,-4.703729056,1.2213857,0.5,1.6948359,0.22447667
129450,955,2017/4/16,-2.633814783,0.3604863,0.5,0.61073416,0.35572484
129451,165512,2017/4/16,12.24700909,0.38669303,0.5,0.68524534,0.6805363
129452,160512,2017/4/16,-24.98043162,1.1954662,0.5,1.5321207,1.0749435
129453,162203,2017/4/16,22.66819329,-0.3653079,0.5,-0.12672237,0.026426982
129454,530003,2017/4/16,4.850444624,0.30990872,0.5,0.55150545,0.4721925
129455,450011,2017/4/16,15.39735099,0.94673395,0.5,1.5044714,0.29957157
129456,377240,2017/4/16,30.15943313,0.12113358,0.5,0.40087748,0.58282065
129457,540008,2017/4/16,-18.83849675,0.1631044,0.5,0.6103546,0.6330476
129458,700003,2017/4/16,5.469364812,0.88867193,0.5,1.2447789,0.40346298
129459,90004,2017/4/16,12.58940711,0.21135321,0.5,0.4233498,0.8680617
129460,1000,2017/4/16,1.706827309,-0.22494711,0.5,0.05879845,0.2219877
129461,160505,2017/4/16,17.03121008,-0.029351933,0.5,0.15104397,0.40202218
129462,260111,2017/4/16,18.09893635,0.30142778,0.5,0.6622088,0.5429993
129463,163302,2017/4/16,9.559674093,1.6386586,0.5,1.905524,0.56591594
129464,550003,2017/4/16,13.02513465,0.2893712,0.5,0.6636185,0.7064832
129465,210009,2017/4/16,-18.57109969,-0.458018,0.5,0.20957798,0.30477932
129466,450009,2017/4/16,17.10545455,0.65106064,0.5,0.92070353,0.73957807
129467,173,2017/4/16,30.14629049,0.30467722,0.5,0.8754521,0.40092614
129468,251,2017/4/16,14.26868197,-0.75196695,0.5,-0.3634129,0.37694347
129469,257070,2017/4/16,4.106372522,0.3288951,0.5,0.90077037,0.4331239
129470,540004,2017/4/16,9.685726549,0.537721,0.5,0.9369525,0.46454406
129471,200012,2017/4/16,17.87439614,0.7522821,0.5,1.1139803,0.83030605
129472,1044,2017/4/16,34.46647781,1.7604102,0.5,1.8847003,0.84874296
129473,127,2017/4/16,23.49782527,-0.031124016,0.5,0.32944524,0.77032024
129474,290004,2017/4/16,-28.24023565,-0.38034272,0.5,-0.050544366,0.24811333
129475,979,2017/4/16,8.805031447,0.14874008,0.5,0.25360325,0.6621595
129476,411,2017/4/16,3.572204913,0.11574168,0.5,0.75487804,0.69685674
129477,519035,2017/4/16,20.4194109,1.2579722,0.5,1.5365449,0.38305938
129478,162703,2017/4/16,25.2207263,0.7936454,0.5,1.0918399,0.44450736
129479,270028,2017/4/16,7.964989059,0.76267254,0.5,1.2335409,0.64407
129480,90001,2017/4/16,1.790099602,0.002706297,0.5,0.06754607,0.60728407
129481,40035,2017/4/16,-2.471708565,1.1512129,0.5,1.3966783,1.0857928
129482,965,2017/4/16,3.56135402,0.014397884,0.5,0.30951717,0.2550264
129483,120,2017/4/16,2.832343536,-0.16578083,0.5,0.34790367,0.6321876
129484,991,2017/4/16,28.45610494,-0.061788183,0.5,0.14154395,0.6079958
129485,180012,2017/4/16,23.51840732,0.31771374,0.5,0.5858566,0.92755437
129486,110023,2017/4/16,31.03448276,-0.08490854,0.5,0.31345886,0.2963727
129487,1008,2017/4/16,10.42752868,0.41907582,0.5,0.63161194,0.5684374
129488,660001,2017/4/16,5.912187067,0.6241153,0.5,1.059867,0.45977637
129489,263,2017/4/16,-6.689016603,-0.065986715,0.5,0.4855913,0.4586889
129490,160603,2017/4/16,-2.319637479,0.5209094,0.5,0.6980312,0.44147652
129491,83,2017/4/16,31.06557377,1.6192799,0.5,1.9806843,1.0295336
129492,180013,2017/4/16,13.57162804,0.121029615,0.5,0.59745073,0.57887334
129493,217009,2017/4/16,6.986076986,-0.9443967,0.5,-0.62364393,0.15861416
129494,21,2017/4/16,2.874534017,0.38073295,0.5,0.747179,0.12547721
129495,481013,2017/4/16,13.66168096,-0.18241385,0.5,0.09365024,0.75056493
129496,160605,2017/4/16,8.809651475,0.89989084,0.5,1.2826546,0.2572012
129497,20,2017/4/16,26.70391061,-0.22372411,0.5,0.14109392,0.62003434
129498,409,2017/4/16,-2,0.18321227,0.5,0.49677384,1.0746616
129499,160919,2017/4/16,0.582265846,-0.10228773,0.5,0.16537182,0.51888907
129500,1048,2017/4/16,12.76223776,0.66498625,0.5,0.7759054,0.88628006
129501,524,2017/4/16,0.180681707,0.28953326,0.5,0.51001805,0.49171793
129502,20005,2017/4/16,18.75279503,-0.20263521,0.5,0.072278686,0.6495727
129503,100026,2017/4/16,15.51067214,0.817769,0.5,1.0280089,0.7556199
129504,233009,2017/4/16,-20.68843653,0.25908977,0.5,0.4917997,0.79386085
129505,162204,2017/4/16,9.899739634,0.7731838,0.5,1.1169913,0.29770654
129506,590002,2017/4/16,-7.425458716,-0.40330762,0.5,0.027957816,0.025406307
129507,1104,2017/4/16,2.713567839,0.956747,0.5,1.1062136,1.1248404
129508,378010,2017/4/16,16.95256735,-0.44786352,0.5,0.07904806,-0.00019565
129509,260104,2017/4/16,4.727280913,0.067555785,0.5,0.36569992,0.18139541
129510,519089,2017/4/16,-1.652364126,0.853956,0.5,1.2781101,0.3228881
129511,940,2017/4/16,17.45325022,1.0717943,0.5,1.1526207,0.37917954
129512,110022,2017/4/16,35.80705009,0.1869952,0.5,0.4407178,1.2371987
129513,519704,2017/4/16,7.206727699,0.39906138,0.5,0.67062646,1.0474977
129514,519993,2017/4/16,-1.137888779,0.0834101,0.5,0.45810398,0.623497
129515,610005,2017/4/16,-15.24853229,0.28801522,0.5,0.47633997,0.4211141
129516,985,2017/4/16,4.461279461,0.98868346,0.5,1.3643838,0.750267
129517,70013,2017/4/16,10.66449305,1.7585385,0.5,2.0734222,0.520341
129518,370024,2017/4/16,23.20892321,-0.25063917,0.5,0.13976526,0.38799134
129519,39,2017/4/16,6.538634828,0.38175353,0.5,0.8851,0.48519138
129520,360010,2017/4/16,1.254139747,-0.17151824,0.5,0.051725812,0.98484623
129521,590005,2017/4/16,-4.291441865,1.427604,0.5,1.7272438,0.6248285
129522,1054,2017/4/16,13.20949432,0.005774745,0.5,0.1819804,0.568685
129523,233007,2017/4/16,0.073364739,0.9949549,0.5,1.2779471,0.95035064
129524,1043,2017/4/16,17.73504274,0.20282812,0.5,0.41906735,0.6489342
129525,100020,2017/4/16,24.10009126,0.5984494,0.5,0.77650476,0.4419496
129526,377010,2017/4/16,3.837594407,0.015246867,0.5,0.44860256,0.64615196
129527,519983,2017/4/16,-15.06626893,-0.6231356,0.5,-0.46025643,0.74555963
129528,481010,2017/4/16,-13.66806137,-0.048873767,0.5,0.27740374,0.45390472
129529,590008,2017/4/16,-13.9892905,0.28452462,0.5,0.7011017,0.34247035
129530,867,2017/4/16,15.03957784,0.84273255,0.5,1.0928408,0.7248844
129531,200015,2017/4/16,-0.729523043,-0.08172125,0.5,0.37182224,0.95089734
129532,217001,2017/4/16,6.892841532,-1.2667676,0.5,-1.1406873,0.19991869
129533,519668,2017/4/16,6.674754395,1.6721084,0.5,2.019502,0.85758567
129534,740001,2017/4/16,-3.823344415,0.42407385,0.5,0.8051074,0.93082917
129535,260109,2017/4/16,3.268934621,0.23369578,0.5,0.5696311,0.14494884
129536,510081,2017/4/16,-3.811914264,0.03302477,0.5,0.37432498,0.53207564
129537,519975,2017/4/16,-18.29916477,-0.26372188,0.5,-0.05875555,0.6286224
