,code,date,Next1quar,ndcg@1,ndcg@2,ndcg@3,ndcg@5
147228,481010,2017/12/17,-1.01088647,1.5690246,0.2540836,0.29304433,0.2304054
147229,540003,2017/12/17,3.945707071,0.6410711,0.6595957,0.51389414,0.66504455
147230,610001,2017/12/17,-0.357339197,0.69208527,0.45871353,0.4077467,0.45002124
147231,1528,2017/12/17,2.95735901,1.7302647,0.7273888,0.5969795,0.7311762
147232,519039,2017/12/17,-0.922793695,-0.6064261,0.459524,0.40038392,0.459011
147233,251,2017/12/17,3.637377415,-0.13237575,0.6729177,0.6086245,0.68940425
147234,630001,2017/12/17,-4.573225517,0.85150516,0.36837825,0.36331427,0.3569535
147235,233015,2017/12/17,1.47648474,1.0755979,0.52825546,0.5110593,0.5361914
147236,161903,2017/12/17,5.580953512,1.1961074,0.5464834,0.44012648,0.55059683
147237,519692,2017/12/17,-1.390684373,2.110779,0.379206,0.3467049,0.3687454
147238,746,2017/12/17,-3.616636528,1.5043764,0.5079236,0.46613374,0.49561742
147239,110015,2017/12/17,2.138595356,0.9441469,0.6513941,0.5672395,0.6489084
147240,162703,2017/12/17,2.870322911,1.4770926,0.54753923,0.42862186,0.54257685
147241,400011,2017/12/17,-0.447609359,0.9513799,0.51890665,0.45181966,0.519502
147242,1256,2017/12/17,3.649087728,1.2977533,0.55238295,0.49489018,0.55699146
147243,1267,2017/12/17,2.083333333,0.63619626,0.45816916,0.4251235,0.4554034
147244,1409,2017/12/17,-5.392156863,0.7063471,0.17709711,0.29454184,0.1555269
147245,1097,2017/12/17,1.501501502,-0.006896472,0.4672578,0.4490153,0.47083294
147246,1583,2017/12/17,5.686125853,2.6047997,0.73130697,0.74027884,0.7440871
147247,1162,2017/12/17,2.151462995,0.32736173,0.5818732,0.5042004,0.5812931
147248,1521,2017/12/17,0,1.6027391,0.5984268,0.52840877,0.6011631
147249,1677,2017/12/17,2.276176024,1.1570635,0.6907754,0.5938223,0.69657314
147250,831,2017/12/17,5.696636925,1.2926332,0.5371249,0.49275273,0.52787006
147251,1882,2017/12/17,2.59417839,0.8903047,0.72049725,0.5574569,0.73268235
147252,470028,2017/12/17,10.89494163,4.049807,0.3887758,0.4380561,0.36545068
147253,70027,2017/12/17,0.766707842,1.3009176,0.42911276,0.42150024,0.41952702
147254,660005,2017/12/17,-5.374301268,0.6123491,0.5103466,0.50703394,0.5043434
147255,530001,2017/12/17,-2.208672087,0.46634164,0.3485661,0.37415144,0.33711106
147256,1047,2017/12/17,5.588484335,-0.26145118,0.7139672,0.5527207,0.7279253
147257,398041,2017/12/17,-0.663276586,0.92157894,0.39672846,0.35833964,0.39106768
147258,233006,2017/12/17,1.606074551,1.5238557,0.5745334,0.5238824,0.5704756
147259,540009,2017/12/17,5.145197319,0.17555901,0.718825,0.5819228,0.72465813
147260,180031,2017/12/17,0.607324988,0.6922643,0.6814448,0.5322756,0.68383014
147261,710001,2017/12/17,-3.315284928,1.9757783,0.49954394,0.50833946,0.48553056
147262,90007,2017/12/17,1.085822564,0.19064163,0.7610963,0.6093917,0.7736003
147263,1178,2017/12/17,4.473975637,0.76112026,0.66067165,0.5455486,0.6724485
147264,519185,2017/12/17,11.41205615,0.38767272,0.7471694,0.62561643,0.7683245
147265,519965,2017/12/17,2.12244898,1.4740603,0.5122837,0.42383957,0.5137283
147266,730001,2017/12/17,-1.175510204,0.9713432,0.427607,0.46815437,0.41698536
147267,550009,2017/12/17,5.664129076,1.7708064,0.34244162,0.3799773,0.32016346
147268,1028,2017/12/17,-1.184210526,1.2563261,0.40590554,0.3924248,0.4027921
147269,110010,2017/12/17,3.979413657,0.43659565,0.51584625,0.47467119,0.5112318
147270,530011,2017/12/17,-1.57515008,0.25673035,0.52830803,0.4934676,0.52489483
147271,1651,2017/12/17,4.955621302,1.0735166,0.7800693,0.6076784,0.7924441
147272,100022,2017/12/17,0.372997111,0.5502562,0.67188287,0.5759523,0.6751274
147273,161616,2017/12/17,0.684641446,-0.26150373,0.21393448,0.30035916,0.19888285
147274,1410,2017/12/17,1.876675603,1.2227484,0.5571595,0.48473838,0.56283975
147275,260117,2017/12/17,5.37460338,-0.21188407,0.51048094,0.4912069,0.5022831
147276,308,2017/12/17,-2.518992403,0.9953517,0.5947494,0.5043162,0.6002795
147277,398021,2017/12/17,-4.136022143,0.5430627,0.4918476,0.41530776,0.4826426
147278,740001,2017/12/17,-3.652029391,0.69450563,0.45601803,0.45962217,0.44675836
147279,1186,2017/12/17,3.414634146,1.2916669,0.6541213,0.5827211,0.65305805
147280,160505,2017/12/17,3.198719348,0.33143848,0.78536,0.59422314,0.80116403
147281,320015,2017/12/17,3.095351044,1.1120559,0.5933153,0.55520386,0.59213346
147282,519674,2017/12/17,1.771858715,1.1594588,0.56041414,0.49724448,0.5623376
147283,50010,2017/12/17,0.25027933,0.7195583,0.5209512,0.44545925,0.52678657
147284,290008,2017/12/17,0.415066287,1.1003554,0.4774653,0.42249236,0.4695349
147285,519714,2017/12/17,4.581981147,0.46130285,0.7607764,0.6125964,0.77423227
147286,1208,2017/12/17,4.6875,-0.13961704,0.6565361,0.5989561,0.6668931
147287,519994,2017/12/17,2.471342938,0.31032145,0.34678197,0.30440867,0.33668324
147288,580003,2017/12/17,-5.308056872,0.7277877,0.3974381,0.369063,0.38471326
147289,50014,2017/12/17,5.248816865,1.5356324,0.5816648,0.512227,0.58041275
147290,124,2017/12/17,-1.282965075,1.3447629,0.449474,0.4791689,0.4378178
147291,320011,2017/12/17,1.679399155,0.55018264,0.66175044,0.53767,0.66275877
147292,163822,2017/12/17,-10.32998565,-0.052125376,0.3802344,0.45113364,0.36510533
147293,519001,2017/12/17,0.637992039,1.0194321,0.56361955,0.5071167,0.5584052
147294,90009,2017/12/17,0.91296409,1.0479448,0.5944752,0.47525808,0.58941734
147295,161818,2017/12/17,-2.980300938,0.25893605,0.40255645,0.40760627,0.38388035
147296,1349,2017/12/17,-15.62952243,0.17530957,0.36026487,0.4108737,0.35328907
147297,202011,2017/12/17,-0.779421346,0.14229444,0.5247416,0.44989213,0.52734894
147298,519025,2017/12/17,-2.334380812,1.1569061,0.45878276,0.3707571,0.44964018
147299,1104,2017/12/17,2.002002002,1.7034687,0.6518891,0.51751405,0.6601495
147300,82,2017/12/17,1.375995476,0.7782928,0.71784544,0.5882798,0.72662747
147301,985,2017/12/17,-1.00308642,1.6662239,0.5167532,0.45648783,0.5100328
147302,163110,2017/12/17,3.394246294,0.12967707,0.6399475,0.46752667,0.6519768
147303,1036,2017/12/17,5.257936508,0.68215203,0.50467193,0.48388946,0.5029563
147304,206002,2017/12/17,5.031892275,0.9440047,0.43626374,0.47625634,0.4248512
147305,690007,2017/12/17,-2.936241611,1.5875949,0.6652378,0.53627974,0.6689045
147306,978,2017/12/17,2.644067797,1.3275968,0.5204888,0.4548997,0.5253175
147307,660010,2017/12/17,3.729811725,1.069754,0.5688924,0.51723206,0.56563145
147308,360012,2017/12/17,-0.871774147,-0.018621884,0.528763,0.46329048,0.5374095
147309,200008,2017/12/17,2.832762118,0.28046858,0.61623925,0.50081927,0.6191591
147310,481013,2017/12/17,0.933439406,0.7601692,0.6973815,0.5598985,0.7072116
147311,519736,2017/12/17,4.305379682,3.0133898,0.8082667,0.6922208,0.8194207
147312,40035,2017/12/17,-0.372762115,0.6498369,0.5746662,0.5199283,0.57469344
147313,354,2017/12/17,-3.209901905,0.4096783,0.46628377,0.42276844,0.46627608
147314,200015,2017/12/17,-5.534167469,0.6022636,0.45760506,0.40746114,0.4488298
147315,50004,2017/12/17,0.414502045,0.9256168,0.5165263,0.43935394,0.51803285
147316,320012,2017/12/17,-1.738685758,0.3452738,0.4621995,0.43503562,0.45783317
147317,979,2017/12/17,2.342342342,0.8041343,0.66769594,0.5473102,0.67167455
147318,610006,2017/12/17,1.518026565,0.9106991,0.36422792,0.33766094,0.3540114
147319,1705,2017/12/17,0.73200488,0.7880743,0.57911,0.4550883,0.5837242
147320,163803,2017/12/17,1.685542382,-0.52878785,0.36323527,0.39611986,0.35488892
147321,519093,2017/12/17,2.918918919,0.94126326,0.3532692,0.37290287,0.34345216
147322,550002,2017/12/17,6.421952618,0.7309107,0.56845796,0.50827336,0.5689944
147323,310328,2017/12/17,3.858864203,-0.28554258,0.4131805,0.3467314,0.40742886
147324,519095,2017/12/17,-6.964648835,1.5394183,0.3905391,0.43545792,0.38019988
147325,127,2017/12/17,3.198519693,0.8045764,0.5652538,0.5304756,0.5614781
147326,1404,2017/12/17,0,-0.749287,0.355642,0.38311586,0.34251264
147327,163412,2017/12/17,4.931611971,0.498418,0.602836,0.61150205,0.6019008
147328,90001,2017/12/17,0.357929851,0.6669929,0.5464738,0.49420452,0.5430611
147329,761,2017/12/17,0.414593698,2.1738715,0.49101275,0.42572173,0.48399058
147330,160613,2017/12/17,-0.907422159,0.001028886,0.6156952,0.53068745,0.61570245
147331,294,2017/12/17,4.360607545,1.4034728,0.60334724,0.5265626,0.5970381
147332,160610,2017/12/17,-2.882410744,0.7802071,0.5057335,0.45190808,0.50217986
147333,610005,2017/12/17,-2.688450899,1.574057,0.28930297,0.31909588,0.2730322
147334,161219,2017/12/17,0.152423534,0.49524638,0.6222897,0.4959496,0.62684935
147335,377240,2017/12/17,6.529093369,2.156208,0.5552652,0.47315887,0.5468942
147336,163409,2017/12/17,0.627881449,1.4776483,0.43842995,0.46704212,0.43015143
147337,270021,2017/12/17,-0.810947795,0.8941077,0.378333,0.36630362,0.3627547
147338,376510,2017/12/17,-0.276243094,0.029343959,0.60871506,0.49367917,0.6092079
147339,519668,2017/12/17,-2.345317726,0.5159255,0.7064673,0.6470843,0.71740186
147340,660015,2017/12/17,0.259235256,1.227194,0.61309963,0.552027,0.6092293
147341,110002,2017/12/17,1.3456156,0.94674194,0.37413666,0.40119728,0.36494276
147342,80005,2017/12/17,8.841909321,0.06611117,0.6342709,0.5067502,0.6418509
147343,163411,2017/12/17,2.870002648,0.6977665,0.6768667,0.66665816,0.6774149
147344,620005,2017/12/17,2.497447577,-0.31750605,0.5971836,0.5285392,0.6035053
147345,519678,2017/12/17,-3.190169552,1.5501022,0.48749554,0.4772067,0.4785202
147346,601,2017/12/17,0.689319601,3.2859309,0.45880723,0.52953255,0.44874233
147347,210003,2017/12/17,-2.575748149,0.6722721,0.5193288,0.4313113,0.5153609
147348,210008,2017/12/17,-4.930888575,1.9191406,0.45238423,0.43129924,0.43549243
147349,100056,2017/12/17,1.677735058,0.40144557,0.6210666,0.5795064,0.62023705
147350,161005,2017/12/17,2.354154287,0.019022912,0.58738,0.47868738,0.5854446
147351,270050,2017/12/17,-4.8972453,2.1488242,0.56606305,0.48922467,0.5585713
147352,370027,2017/12/17,2.770780856,2.6324217,0.5229743,0.44705972,0.5145602
147353,57,2017/12/17,-0.702426564,0.8247448,0.46787107,0.5013069,0.458822
147354,233011,2017/12/17,-2.585580417,1.4427221,0.62813973,0.51322865,0.62999934
147355,1039,2017/12/17,-2.625820569,1.2970761,0.500956,0.45967376,0.49765453
147356,730002,2017/12/17,5.340146918,1.0679237,0.5959946,0.5388034,0.5941903
147357,210004,2017/12/17,-5.926922215,1.4338877,0.47028285,0.4041614,0.46169126
147358,400003,2017/12/17,-8.461953738,1.7607945,0.40367666,0.4188841,0.39425886
147359,481004,2017/12/17,-2.467021816,1.361948,0.12521598,0.22210693,0.0927547
147360,270041,2017/12/17,3.314711359,1.2137475,0.73547494,0.5932292,0.7430917
147361,519035,2017/12/17,2.491355778,0.42479485,0.56234705,0.5147778,0.5563464
147362,160910,2017/12/17,1.383099659,0.5359262,0.49196503,0.43898487,0.48328722
147363,233009,2017/12/17,-1.395249305,2.2973194,0.37663487,0.4262954,0.3675489
147364,202005,2017/12/17,-0.945984163,0.83147854,0.7401455,0.5871382,0.75259095
147365,519018,2017/12/17,3.330700033,1.7586955,0.43960285,0.4984922,0.42499548
147366,432,2017/12/17,4.259634888,1.9753085,0.37567118,0.40207052,0.36594376
147367,200010,2017/12/17,-8.637858985,0.65770435,0.39541355,0.35119027,0.38134825
147368,1473,2017/12/17,-2.883937385,1.0935551,0.6332396,0.5068934,0.63651437
147369,610007,2017/12/17,1.447788418,1.1711054,0.30418047,0.36067998,0.28789088
147370,1193,2017/12/17,-8.101571947,1.3936473,0.40886894,0.38868818,0.40193585
147371,519021,2017/12/17,-0.360288231,0.9207496,0.39461714,0.4151361,0.37976554
147372,375010,2017/12/17,2.116521431,2.1680307,0.40720478,0.39227128,0.39163953
147373,660012,2017/12/17,-5.163916863,0.61982447,0.4715196,0.48529482,0.46163398
147374,1403,2017/12/17,-0.319148936,-0.19648333,0.46822965,0.41114506,0.47042006
147375,532,2017/12/17,6.457142857,2.0640936,0.5922159,0.54670453,0.5831345
147376,163503,2017/12/17,0.141485599,0.20532311,0.27178523,0.30122182,0.25663993
147377,270028,2017/12/17,-1.809272522,0.40494102,0.4604581,0.42323995,0.44904688
147378,1268,2017/12/17,2.127659574,2.3221042,0.2791584,0.3908971,0.25744864
147379,1050,2017/12/17,3.288888889,1.7286025,0.45221987,0.41880774,0.45230356
147380,160916,2017/12/17,2.213145897,0.71212465,0.7532229,0.591459,0.7621803
147381,530003,2017/12/17,1.289196106,0.55227023,0.46628928,0.41862807,0.46249712
147382,20003,2017/12/17,-4.186353256,0.38681108,0.6402116,0.54171234,0.6492574
147383,700001,2017/12/17,0.44238612,1.2042896,0.1637589,0.25462592,0.13508742
147384,160919,2017/12/17,-2.111760884,2.267275,0.39441454,0.41935644,0.388253
147385,80012,2017/12/17,-1.086108424,0.17042474,0.3097434,0.3541976,0.29152325
147386,163415,2017/12/17,1.698819464,0.1984487,0.52519137,0.50671357,0.52082855
147387,450009,2017/12/17,3.495478902,0.76221,0.70165235,0.512852,0.71189797
147388,257040,2017/12/17,6.226282502,2.7993903,0.4252277,0.42934448,0.4084523
147389,100060,2017/12/17,8.039693886,0.67286676,0.4758885,0.4667027,0.4691401
147390,756,2017/12/17,3.319783198,1.6918505,0.4976357,0.4673935,0.4897867
147391,457,2017/12/17,-1.300877893,0.75115603,0.7644386,0.57868576,0.781705
147392,867,2017/12/17,5.443763974,0.6018201,0.4953953,0.49449208,0.49533567
147393,519679,2017/12/17,-1.65892988,0.90791607,0.5057835,0.5050609,0.50346804
147394,70017,2017/12/17,-0.438519558,0.6893843,0.45323431,0.38939142,0.44645062
147395,163801,2017/12/17,2.927195397,0.8004674,0.47060335,0.46199277,0.45758504
147396,700003,2017/12/17,-4.001016777,0.09041221,0.36326185,0.3936244,0.35076025
147397,1188,2017/12/17,-1.235955056,0.059222642,0.5148564,0.47857052,0.5126281
147398,160805,2017/12/17,-0.689955454,0.18558332,0.25692216,0.30542374,0.23647434
147399,1008,2017/12/17,4.021937843,-0.001475871,0.62324136,0.52372605,0.6317341
147400,270025,2017/12/17,-4.738804294,1.1807511,0.4407777,0.41598162,0.43380764
147401,971,2017/12/17,-6.002265006,0.25938597,0.3345495,0.3581335,0.3268459
147402,217009,2017/12/17,3.786871137,-0.53125805,0.4491967,0.3667128,0.44406396
147403,1313,2017/12/17,5.628272251,2.2736313,0.3893298,0.3783606,0.3826646
147404,210005,2017/12/17,-1.58172232,1.0697458,0.42746973,0.41080806,0.4103654
147405,200012,2017/12/17,0.612244898,0.5771568,0.5957122,0.48844153,0.59285533
147406,580001,2017/12/17,-11.27646138,1.2145646,0.4185097,0.38202038,0.4012631
147407,460009,2017/12/17,1.893656252,0.85363895,0.6800743,0.5354953,0.6961809
147408,913,2017/12/17,0.009809692,1.0051,0.42095995,0.41480118,0.4093481
147409,592,2017/12/17,-1.513802315,2.5878248,0.60280055,0.55728203,0.6045861
147410,483003,2017/12/17,-3.975504963,1.2713958,0.3798324,0.34843564,0.36534324
147411,540004,2017/12/17,2.135432523,0.51429313,0.57985115,0.493849,0.5751512
147412,540006,2017/12/17,4.822765559,-0.5149477,0.8907048,0.61950976,0.9187835
147413,519089,2017/12/17,-1.191197974,2.2952611,0.29334122,0.37743366,0.27207854
147414,340007,2017/12/17,2.44951773,-0.36351627,0.6739838,0.5969168,0.6801907
147415,257070,2017/12/17,-3.180122971,1.63648,0.30855834,0.37704587,0.28304583
147416,1496,2017/12/17,-3.882195448,0.95823866,0.25860167,0.3048582,0.24301474
147417,20,2017/12/17,5.291479821,0.9991615,0.66152555,0.5325024,0.6656433
147418,974,2017/12/17,4.444444444,3.2923234,0.7399454,0.6362452,0.7506495
147419,519008,2017/12/17,8.473725219,1.2484825,0.59070975,0.58833253,0.5846249
147420,161609,2017/12/17,-1.020367492,1.4627992,0.45653692,0.4028877,0.43967515
147421,202003,2017/12/17,1.756046267,0.18041661,0.60143274,0.48075762,0.5986086
147422,1626,2017/12/17,2.625482625,0.28760368,0.63705033,0.54249734,0.64394593
147423,70032,2017/12/17,2.927270199,0.50114626,0.7668312,0.65333295,0.77510643
147424,160127,2017/12/17,2.401517598,0.7765102,0.80285394,0.55240697,0.81529844
147425,1040,2017/12/17,4.815864023,1.0657206,0.5343443,0.5023491,0.53153396
147426,1463,2017/12/17,-2.857142857,0.83466315,0.49679863,0.43823314,0.49271503
147427,240022,2017/12/17,6.022370754,2.307022,0.69257057,0.6172112,0.7033351
147428,470006,2017/12/17,1.211051607,1.6799881,0.3455389,0.4472384,0.330789
147429,580002,2017/12/17,1.077598495,1.5664661,0.16403072,0.23631333,0.13564724
147430,620008,2017/12/17,5.359877489,-0.395986,0.38452566,0.40283254,0.37374222
147431,460001,2017/12/17,1.72072166,1.0414996,0.5338619,0.4917184,0.52424544
147432,866,2017/12/17,-0.080450523,2.3004985,0.38582718,0.40439925,0.37276006
147433,697,2017/12/17,14.42748092,4.7310834,0.24541207,0.4500144,0.21620637
147434,320005,2017/12/17,-2.846087704,1.4855053,0.4565784,0.40365496,0.44924352
147435,263,2017/12/17,0.403294519,1.7002558,0.2381738,0.37544528,0.20481376
147436,163302,2017/12/17,2.976060873,1.5078651,0.51626366,0.4944197,0.5094979
147437,1009,2017/12/17,-2.075098814,1.285047,0.45093572,0.41829184,0.44763285
147438,1195,2017/12/17,-0.477707006,1.210658,0.4876671,0.4829879,0.4821266
147439,270005,2017/12/17,2.197518986,0.27095187,0.37733084,0.35407642,0.37027958
147440,1482,2017/12/17,1.608579088,1.3410501,0.45515683,0.44054592,0.4495673
147441,1637,2017/12/17,0.822669104,1.5612907,0.52280474,0.47307163,0.52615064
147442,400007,2017/12/17,-3.374934083,1.3076404,0.55342984,0.47707477,0.54392904
147443,1726,2017/12/17,5.026929982,1.9758489,0.4934782,0.4794534,0.48877046
147444,803,2017/12/17,-0.6378455,1.8838409,0.48435876,0.41975394,0.48231518
147445,360005,2017/12/17,2.332000761,-0.37797502,0.39254233,0.32676798,0.3885111
147446,1692,2017/12/17,-5.675626589,1.2426484,0.50587046,0.4816964,0.50107354
147447,1,2017/12/17,1.242525433,0.17795542,0.4412791,0.4438294,0.4383532
147448,1396,2017/12/17,-2.652519894,0.6481715,0.40164998,0.37470967,0.39648023
147449,161610,2017/12/17,3.83062464,0.30714506,0.42358857,0.39198288,0.40755084
147450,110009,2017/12/17,-1.26457131,1.118332,0.47669193,0.41971347,0.46784562
147451,240005,2017/12/17,-0.590108486,1.8761731,0.6040554,0.5838907,0.60646933
147452,70019,2017/12/17,9.621278459,0.23977847,0.57541084,0.5423218,0.58209324
147453,40016,2017/12/17,1.430580476,1.5896033,0.51327425,0.5278189,0.5160541
147454,519979,2017/12/17,1.186988777,0.008356699,0.5716606,0.48892397,0.5685698
147455,450011,2017/12/17,4.659498208,0.5957948,0.43381727,0.4558476,0.41963086
147456,70013,2017/12/17,-3.132669553,1.2426378,0.5577309,0.5624337,0.5497414
147457,100026,2017/12/17,1.198000189,0.4707315,0.73335344,0.57997155,0.7348452
147458,460007,2017/12/17,-0.690087829,0.48603913,0.5037005,0.48239195,0.49348187
147459,530006,2017/12/17,-1.206600103,0.6975774,0.48196447,0.47282022,0.47347015
147460,290014,2017/12/17,-3.029603555,0.7935926,0.54011273,0.46134087,0.5414486
147461,1158,2017/12/17,-6.114130435,2.0045686,0.3441365,0.33505479,0.3338356
147462,660006,2017/12/17,2.096077726,0.8119615,0.53199637,0.51858515,0.529864
147463,340006,2017/12/17,1.150607444,-0.19732046,0.38458514,0.40578976,0.37244844
147464,200006,2017/12/17,4.559570864,0.6792114,0.4164277,0.37307072,0.40667224
147465,828,2017/12/17,1.219176826,1.9500817,0.38317236,0.37793016,0.37316748
147466,450002,2017/12/17,3.624384493,0.61856794,0.7550961,0.5419958,0.766501
147467,90003,2017/12/17,2.798544657,0.22272463,0.62490803,0.48994955,0.6269762
147468,1490,2017/12/17,4.204753199,2.780696,0.48689154,0.46535987,0.4761067
147469,450007,2017/12/17,1.909535744,0.44728753,0.47343317,0.4026903,0.46892503
147470,1118,2017/12/17,0.512163892,0.5371796,0.36584422,0.44009367,0.3557484
147471,202007,2017/12/17,1.768853464,0.7732387,0.60845023,0.50451887,0.6053235
147472,399011,2017/12/17,6.78871439,0.13603179,0.62096703,0.5356616,0.6148716
147473,955,2017/12/17,2.136752137,0.70739037,0.38436347,0.39363164,0.37952575
147474,550003,2017/12/17,4.096429219,0.35139385,0.7110242,0.5826337,0.72237706
147475,1054,2017/12/17,5.438931298,0.65270936,0.5366321,0.41637367,0.5393136
147476,1306,2017/12/17,-2.006018054,-0.079177454,0.531777,0.50181305,0.5348706
147477,751,2017/12/17,0.795135641,3.1402705,0.7269184,0.6347957,0.731034
147478,481008,2017/12/17,4.119850187,0.5049592,0.72075903,0.60551757,0.7303512
147479,40025,2017/12/17,2.191560547,0.566749,0.75715697,0.5919337,0.7685369
147480,21,2017/12/17,-2.348847325,1.379269,0.40356916,0.41374707,0.3944232
147481,260108,2017/12/17,5.310008036,0.47448862,0.71138847,0.574023,0.70695263
147482,519698,2017/12/17,6.723338485,1.2696966,0.23738791,0.30470112,0.21287036
147483,519727,2017/12/17,-4.32559704,1.0932552,0.39050317,0.43242228,0.3876353
147484,233007,2017/12/17,0.696367809,1.3275354,0.51931876,0.5122282,0.5121291
147485,540010,2017/12/17,-2.143943482,1.122536,0.36736107,0.39486545,0.3482357
147486,160607,2017/12/17,3.493824337,0.30641806,0.6242457,0.52789223,0.6239332
147487,519993,2017/12/17,-5.235015817,1.1430976,0.5223164,0.4371201,0.51839393
147488,1126,2017/12/17,-4.545454545,1.1435392,0.39313227,0.38142908,0.38766733
147489,519702,2017/12/17,1.264967169,1.4861042,0.7761562,0.64747405,0.7762216
147490,210009,2017/12/17,-1.874358097,0.1990077,0.20672645,0.31360963,0.17701726
147491,1938,2017/12/17,4.025423729,0.06872315,0.6769496,0.49690154,0.69675857
147492,100039,2017/12/17,2.535394823,0.79809815,0.46506596,0.5131723,0.45311022
147493,1048,2017/12/17,1.943844492,0.4774556,0.5094094,0.48471373,0.5065482
