,code,date,Next1quar,ndcg@1,ndcg@2,ndcg@3,ndcg@5
153506,163415,2018/3/4,8.291798822,0.7887265,0.56296295,0.5454028,0.56339586
153507,519035,2018/3/4,-7.95065972,1.6783063,0.63163745,0.5232596,0.63357
153508,110023,2018/3/4,15.14392991,1.3001319,0.61289555,0.52435213,0.61491275
153509,519670,2018/3/4,-2.511618192,1.1648571,0.47544044,0.46027467,0.47001582
153510,1188,2018/3/4,-1.740139211,0.7824892,0.56687653,0.47723946,0.5734131
153511,460007,2018/3/4,-2.633269107,1.248887,0.60994166,0.52682835,0.61150086
153512,165512,2018/3/4,-3.017801207,1.2209362,0.71454614,0.5985077,0.7245822
153513,450004,2018/3/4,-1.249640081,1.0056052,0.52700835,0.45214114,0.51729447
153514,90007,2018/3/4,-2.720336642,0.68132466,0.7730684,0.59330374,0.79355717
153515,660004,2018/3/4,-3.689339698,1.2456367,0.65867674,0.52061015,0.6685349
153516,978,2018/3/4,-5.249169435,1.7749681,0.66440296,0.5305151,0.6704084
153517,160105,2018/3/4,0.056049884,1.3177605,0.5652098,0.47527304,0.56617767
153518,519668,2018/3/4,-5.392231531,1.6551509,0.61075747,0.56513345,0.6173327
153519,290008,2018/3/4,-3.060583208,1.1494823,0.44581524,0.3957791,0.44140017
153520,110015,2018/3/4,-1.428979708,1.7729937,0.7394917,0.5865547,0.7495739
153521,379010,2018/3/4,-9.093761205,1.9748713,0.5925276,0.5397552,0.58436865
153522,163822,2018/3/4,-18.31464142,1.1367644,0.46167153,0.4515855,0.45676985
153523,1195,2018/3/4,7.479674797,1.0455464,0.5235916,0.5024724,0.524938
153524,50009,2018/3/4,-5.845721173,1.7146926,0.3709451,0.37609386,0.35889995
153525,163805,2018/3/4,-10.33516073,0.5700815,0.6358984,0.5240184,0.64701974
153526,513,2018/3/4,-8.67816092,2.403491,0.6306981,0.5334811,0.6303783
153527,1208,2018/3/4,1.682905226,1.3125347,0.73090905,0.5944901,0.7427722
153528,100056,2018/3/4,-5.482303956,0.93268096,0.73580503,0.63102454,0.74675226
153529,320012,2018/3/4,9.955716801,1.2295898,0.5262334,0.47401327,0.5262954
153530,420005,2018/3/4,2.301737838,1.2666305,0.53229856,0.47445095,0.53339094
153531,165310,2018/3/4,-4.537993116,1.51012,0.8416499,0.60722685,0.86246514
153532,70032,2018/3/4,-0.730075724,0.6764995,0.78151315,0.632245,0.7985697
153533,260104,2018/3/4,11.17574531,1.5065926,0.47903484,0.44120356,0.4799886
153534,290002,2018/3/4,-5.50247958,0.7777098,0.3239796,0.30042413,0.31472486
153535,288002,2018/3/4,-5.152505935,1.8084867,0.5697331,0.49163327,0.57469654
153536,163803,2018/3/4,-8.912866275,1.1623708,0.46053135,0.42050317,0.4590194
153537,70027,2018/3/4,-13.61242987,1.1170619,0.46041355,0.4339045,0.46160662
153538,400007,2018/3/4,0.384193194,1.9290115,0.5454911,0.4514117,0.5435556
153539,519025,2018/3/4,-11.09489051,0.8813654,0.4644831,0.36421683,0.4609397
153540,1,2018/3/4,-1.516192499,0.5694251,0.4504715,0.43929327,0.44789073
153541,570007,2018/3/4,11.5098172,2.069413,0.638744,0.6161413,0.6399753
153542,730002,2018/3/4,2.870432707,1.2914627,0.7012488,0.5717127,0.7059532
153543,1223,2018/3/4,-2.079722704,1.1729456,0.5927366,0.585752,0.5936042
153544,21,2018/3/4,-4.76203918,1.4618955,0.4234082,0.42664245,0.4192164
153545,90004,2018/3/4,-1.566559875,1.1572528,0.72696817,0.5417266,0.73770195
153546,831,2018/3/4,16.37107776,1.7894773,0.62888104,0.54157853,0.62956697
153547,591,2018/3/4,-7.692307692,2.201935,0.47184235,0.49348018,0.47044286
153548,1118,2018/3/4,-9.370988447,0.7426914,0.47317678,0.47864863,0.47399434
153549,163412,2018/3/4,-3.025279735,0.77771735,0.74199384,0.64911467,0.7559895
153550,294,2018/3/4,4.932950192,1.605879,0.70392555,0.56110907,0.7061237
153551,519664,2018/3/4,3.070175439,2.396702,0.7338345,0.6544329,0.7410284
153552,20005,2018/3/4,6.026528841,0.49804172,0.6718142,0.5511754,0.6815115
153553,1040,2018/3/4,3.937728938,1.4386649,0.54459,0.4972362,0.5500186
153554,450002,2018/3/4,-5.370387757,1.0834366,0.8126983,0.5677403,0.82998866
153555,1054,2018/3/4,-5.930656934,0.86861503,0.57762146,0.43759015,0.58158886
153556,163110,2018/3/4,-4.753401664,0.30626643,0.6612297,0.47700673,0.6722183
153557,628,2018/3/4,2.045877247,1.3434345,0.88091713,0.5879157,0.9006425
153558,90011,2018/3/4,-6.285039835,0.72670245,0.60850686,0.47930047,0.6191864
153559,481001,2018/3/4,-6.460609507,0.62629724,0.52894956,0.47879937,0.53256273
153560,100039,2018/3/4,1.520801771,1.3199108,0.54648435,0.53699386,0.5457956
153561,310328,2018/3/4,-3.878799842,0.15762171,0.44625053,0.35875553,0.44438103
153562,1186,2018/3/4,4.506232023,1.8041157,0.73455644,0.61928934,0.7430299
153563,1236,2018/3/4,-5.422314911,1.2846826,0.58180255,0.5255979,0.58660895
153564,985,2018/3/4,-15.02797762,1.7128116,0.5652304,0.46154416,0.5675586
153565,110002,2018/3/4,-5.017181072,1.7571509,0.39618596,0.39810175,0.39247102
153566,162703,2018/3/4,-3.13014827,1.968325,0.6157306,0.48977283,0.6146558
153567,320005,2018/3/4,2.906664278,1.0748482,0.39333755,0.37493,0.38952166
153568,660001,2018/3/4,-1.01532673,1.644508,0.55343604,0.54463845,0.55629843
153569,166005,2018/3/4,5.30187722,0.96817756,0.74362665,0.5352826,0.7676506
153570,519185,2018/3/4,-8.812145353,0.15061994,0.59515333,0.54005617,0.6043457
153571,50008,2018/3/4,0.237551675,1.7216948,0.45615384,0.45240548,0.44629595
153572,580003,2018/3/4,-11.79215538,1.4438202,0.41061628,0.35954985,0.4018686
153573,340006,2018/3/4,0.504952418,0.6483739,0.40256244,0.39959744,0.39676824
153574,310388,2018/3/4,1.313400961,0.8483228,0.6398201,0.51062447,0.64755315
153575,460005,2018/3/4,4.164413196,0.93262607,0.5465693,0.47687596,0.54693276
153576,166006,2018/3/4,-0.975149418,1.0454227,0.7136427,0.51500124,0.72608054
153577,162607,2018/3/4,-2.514630048,1.922075,0.729074,0.5886509,0.7321407
153578,166001,2018/3/4,-1.233401068,0.840108,0.6605746,0.47921768,0.6724038
153579,803,2018/3/4,-7.5,2.1781127,0.503372,0.41897672,0.5034406
153580,20,2018/3/4,-4.317789292,1.8951275,0.78044987,0.5948923,0.79054415
153581,522,2018/3/4,-21.16697703,1.6391495,0.5985775,0.52822864,0.5973863
153582,110011,2018/3/4,10.92933117,1.0815961,0.8235348,0.6322948,0.84338826
153583,1104,2018/3/4,-0.295857988,1.415336,0.6260461,0.50913066,0.63380885
153584,660015,2018/3/4,-0.099906149,1.6909864,0.69937366,0.57913357,0.708567
153585,50010,2018/3/4,-9.056502961,1.3028103,0.487072,0.4172776,0.4882344
153586,163411,2018/3/4,-4.421380384,1.0708842,0.63376445,0.6289324,0.64376694
153587,378010,2018/3/4,4.028123627,1.2844316,0.5437109,0.44636542,0.5402041
153588,1230,2018/3/4,17.35074627,0.9094534,0.5186387,0.48785004,0.5215173
153589,90009,2018/3/4,-3.676913803,1.2996391,0.7163022,0.55013597,0.7211938
153590,163409,2018/3/4,-2.047018861,2.2323632,0.5079983,0.5196969,0.5040907
153591,1043,2018/3/4,-3.432700994,1.0653814,0.63032174,0.48913,0.6385024
153592,165516,2018/3/4,-6.257659314,1.3568835,0.6280127,0.58158594,0.63321507
153593,260108,2018/3/4,10.16918914,0.6891178,0.78424174,0.5956113,0.79621154
153594,470098,2018/3/4,1.951918835,1.9703969,0.58846986,0.5330017,0.5906723
153595,979,2018/3/4,-4.968944099,1.1197189,0.655423,0.5207951,0.66625494
153596,163406,2018/3/4,-1.247614436,1.0973176,0.7185448,0.6371307,0.7331982
153597,620008,2018/3/4,-7.380073801,0.14299779,0.43924758,0.40553758,0.4341501
153598,968006,2018/3/4,-5.384352579,1.2083588,0.67854387,0.5536447,0.69084483
153599,1105,2018/3/4,-5.380577428,1.2635885,0.6124995,0.48347533,0.61887693
153600,519665,2018/3/4,2.719854941,2.413276,0.7222754,0.64855623,0.7288862
153601,580002,2018/3/4,-8.351547222,1.1835457,0.26950836,0.29760498,0.2491916
153602,339,2018/3/4,7.323943662,1.8957592,0.55151296,0.45394266,0.5562213
153603,570005,2018/3/4,3.55572671,1.4103194,0.8515947,0.6875509,0.8661159
153604,163302,2018/3/4,0.06184431,1.544645,0.585473,0.5058532,0.5920755
153605,110010,2018/3/4,-6.009971702,1.2559515,0.5795257,0.4771589,0.58545524
153606,110025,2018/3/4,-9.083044983,1.3381753,0.57410395,0.5295999,0.5772007
153607,160605,2018/3/4,7.382849147,1.2649751,0.4982979,0.54669297,0.49263376
153608,630001,2018/3/4,-7.806515674,1.1521811,0.39491537,0.39902714,0.3872358
153609,260101,2018/3/4,-2.023749466,1.9828073,0.8014957,0.63316435,0.8108018
153610,828,2018/3/4,-4.207625172,2.0974855,0.44002444,0.4122662,0.43393856
153611,40005,2018/3/4,-3.218509406,0.8853019,0.4713212,0.44787285,0.47068325
153612,31,2018/3/4,-12.86894923,1.1661276,0.34400272,0.39401403,0.33491942
153613,1985,2018/3/4,-4.039688164,1.0057758,0.62386394,0.5169246,0.6326381
153614,550003,2018/3/4,-6.058488871,1.123478,0.7799083,0.60264814,0.79542375
153615,688888,2018/3/4,-2.023551705,0.5140142,0.46812755,0.47105914,0.47282445
153616,161611,2018/3/4,6.264827344,1.1313115,0.5237884,0.5164641,0.5120673
153617,377240,2018/3/4,-9.387222947,1.9805219,0.75051856,0.61165816,0.75313866
153618,398061,2018/3/4,-15.61005899,1.7269907,0.63232267,0.5075403,0.6365999
153619,110009,2018/3/4,-2.665401945,1.417526,0.52498925,0.43030748,0.5251273
153620,290014,2018/3/4,-5.501964987,1.0989726,0.49248606,0.41181025,0.49468532
153621,519069,2018/3/4,3.763045715,1.0500714,0.7469238,0.5963481,0.76521343
153622,270028,2018/3/4,-9.57278481,1.5444509,0.5946432,0.49032804,0.59346735
153623,519033,2018/3/4,-19.78027204,1.170103,0.41675928,0.38992295,0.4091229
153624,610001,2018/3/4,0.267842196,1.5079029,0.6193636,0.4818205,0.6241812
153625,519013,2018/3/4,-10.78399585,0.7148721,0.17217521,0.18096256,0.15909605
153626,519068,2018/3/4,-3.397908615,1.4730352,0.76783836,0.62865853,0.78275454
153627,340007,2018/3/4,-6.752627436,1.6990463,0.7801042,0.6595701,0.79089004
153628,270005,2018/3/4,-6.784569774,1.1777614,0.44492725,0.38876605,0.4401256
153629,729,2018/3/4,-5.31628533,2.0238762,0.55801857,0.5419252,0.55645984
153630,161610,2018/3/4,-0.296884382,0.9450674,0.49801755,0.4124408,0.49041966
153631,40016,2018/3/4,10.03318368,1.2249517,0.52935505,0.550223,0.5361499
153632,70013,2018/3/4,-8.596603454,1.8135172,0.5797438,0.55278414,0.5869832
153633,70021,2018/3/4,-2.206896552,1.6131704,0.48429897,0.49811792,0.47911993
153634,70017,2018/3/4,-5.631044918,0.89505565,0.49877268,0.40861058,0.497061
153635,161616,2018/3/4,26.00936873,0.76892304,0.26998118,0.35331562,0.25366718
153636,519678,2018/3/4,0.859581261,1.0362272,0.45184344,0.45280892,0.44676965
153637,308,2018/3/4,-3.268514688,1.6567398,0.6539301,0.52898526,0.6647073
153638,320022,2018/3/4,0.400743408,0.9564462,0.52993494,0.41585833,0.52915883
153639,270041,2018/3/4,4.004368402,1.0675043,0.7615756,0.5935819,0.7768429
153640,1039,2018/3/4,-6.278538813,1.7837642,0.5589583,0.50744843,0.5633867
153641,590008,2018/3/4,-4.167864329,0.77986586,0.25662008,0.42979473,0.23013
153642,160910,2018/3/4,0.975573149,1.1577475,0.6238783,0.49860045,0.63032275
153643,310358,2018/3/4,-4.223757219,1.6201683,0.6023901,0.44544438,0.60651517
153644,1163,2018/3/4,-1.671064204,0.8403801,0.6227992,0.4961184,0.62973756
153645,100020,2018/3/4,-3.53134459,1.2930481,0.7039086,0.5557249,0.7127603
153646,450009,2018/3/4,-1.446464646,1.202794,0.7934001,0.5786118,0.8074811
153647,257050,2018/3/4,-2.190535235,1.4898522,0.5253151,0.5167573,0.5162332
153648,161818,2018/3/4,-14.83773585,1.2185802,0.359242,0.3630673,0.3510518
153649,460009,2018/3/4,-5.481006413,1.0308512,0.69717157,0.5475655,0.7119508
153650,630011,2018/3/4,-3.65452151,0.9626215,0.1254722,0.35300884,0.10167989
153651,1072,2018/3/4,-3.766816143,1.5070156,0.5794833,0.52985096,0.58053
153652,161706,2018/3/4,-4.096862339,1.1476561,0.5021033,0.42219067,0.5025426
153653,160127,2018/3/4,-5.58403879,1.0491611,0.8208134,0.5419322,0.83883953
153654,1162,2018/3/4,3.96893874,1.0559514,0.60392416,0.49285927,0.6128041
153655,398041,2018/3/4,-6.730404431,1.2196065,0.41049248,0.43319145,0.3998857
153656,39,2018/3/4,-6.014229411,1.3470864,0.5251527,0.50748193,0.52202207
153657,1267,2018/3/4,-2.225519288,0.8628894,0.52486485,0.44234008,0.5300608
153658,160916,2018/3/4,2.726845322,1.2864738,0.77904606,0.59934515,0.7940725
153659,420003,2018/3/4,1.243647004,1.170913,0.6175586,0.5278204,0.62241066
153660,700003,2018/3/4,-5.425088395,1.2100409,0.4270918,0.40377337,0.4222115
153661,200006,2018/3/4,4.094127304,0.93682605,0.5126514,0.42034674,0.51095015
153662,610007,2018/3/4,-7.804247668,0.99434006,0.42064682,0.42142677,0.41345578
153663,121005,2018/3/4,-1.570395039,0.9593438,0.4985881,0.418131,0.49537262
153664,550002,2018/3/4,-7.19140994,1.139108,0.65276796,0.5488741,0.6617905
153665,697,2018/3/4,-9.281228193,3.0835075,0.40760902,0.59610033,0.38411734
153666,660006,2018/3/4,-4.808374734,1.594622,0.6032899,0.5215086,0.6088337
153667,1126,2018/3/4,-5.539358601,1.4223316,0.4479797,0.40734693,0.44827247
153668,610005,2018/3/4,-10.24346258,0.88760775,0.31037968,0.33990481,0.2988106
153669,257040,2018/3/4,-10.41546353,1.4194597,0.5644876,0.5492448,0.5559441
153670,121008,2018/3/4,-6.736408849,0.70913863,0.40102628,0.3512824,0.39624327
153671,971,2018/3/4,-3.452527744,0.9350045,0.31870574,0.35317984,0.303549
153672,161219,2018/3/4,-2.010119914,1.0590059,0.6446599,0.51861465,0.65224427
153673,270021,2018/3/4,0.206079341,1.3070884,0.50443965,0.41899005,0.50348115
153674,377150,2018/3/4,-0.408329931,1.0729381,0.54988205,0.48452926,0.54504794
153675,200010,2018/3/4,-5.449175486,0.3831394,0.36015198,0.34881866,0.3538826
153676,1268,2018/3/4,-2.750809061,1.3500522,0.41920972,0.5304139,0.40796673
153677,410009,2018/3/4,-6.059767571,0.4681884,0.5356986,0.449888,0.53085935
153678,161005,2018/3/4,1.109775432,0.8069765,0.67810065,0.52130896,0.68628234
153679,761,2018/3/4,-1.421404682,2.4666688,0.5394376,0.4388875,0.53876334
153680,40035,2018/3/4,-3.410819611,1.0457478,0.61514646,0.5467622,0.61795664
153681,519095,2018/3/4,-4.982236508,2.1248894,0.41129553,0.4582592,0.40479058
153682,610006,2018/3/4,-7.158184319,0.8319142,0.39485207,0.36096197,0.38544336
153683,630010,2018/3/4,-6.114908553,1.2723379,0.36811596,0.4576016,0.36050346
153684,270025,2018/3/4,-9.535885167,1.3867482,0.5082538,0.43091264,0.5137559
153685,320011,2018/3/4,2.319579417,0.45489362,0.6523495,0.5569249,0.66805786
153686,161609,2018/3/4,2.768581361,1.3686357,0.5031334,0.43486488,0.496199
153687,630002,2018/3/4,10.86584714,1.1869072,0.39744487,0.44442564,0.38421032
153688,1088,2018/3/4,-4.551724138,1.4036248,0.4281041,0.4780374,0.42522946
153689,1158,2018/3/4,-4.518950437,0.33641243,0.41066995,0.36853915,0.4099002
153690,200008,2018/3/4,1.528733236,0.99751747,0.64846104,0.50033116,0.65902627
153691,470006,2018/3/4,21.90639705,2.0477812,0.42883995,0.5031596,0.42145145
153692,610004,2018/3/4,-0.655737705,1.482588,0.53401697,0.4690942,0.5288714
153693,410003,2018/3/4,-1.072772396,0.63642395,0.39578265,0.33029336,0.38431108
153694,1008,2018/3/4,-4.677846425,0.9548408,0.5658608,0.45949677,0.5685666
153695,160919,2018/3/4,1.696065129,2.354422,0.4426011,0.44388673,0.43564814
153696,519097,2018/3/4,-3.03245005,1.0610718,0.44826555,0.44662932,0.44461006
153697,519008,2018/3/4,1.643749535,1.6340218,0.6976417,0.6294397,0.7030532
153698,450003,2018/3/4,-2.581734333,1.1433785,0.60508096,0.44745588,0.60933906
153699,40020,2018/3/4,-3.095157847,1.4301811,0.5847606,0.51989496,0.5833522
153700,519021,2018/3/4,-4.080791426,1.0547876,0.44444034,0.42757136,0.43878326
153701,1047,2018/3/4,-8.849557522,0.7129325,0.6822831,0.49463817,0.69517
153702,1956,2018/3/4,-14.45237681,1.3724722,0.59886557,0.5673659,0.60060686
153703,80012,2018/3/4,-12.73712737,0.38875654,0.39449033,0.42117983,0.3837184
153704,161606,2018/3/4,2.296598213,0.69473994,0.41053677,0.40895644,0.39964736
153705,270008,2018/3/4,-3.884870849,1.3206546,0.46775118,0.40411717,0.4674118
153706,671010,2018/3/4,-7.09382151,1.0091674,0.4295784,0.38407326,0.42710754
153707,409,2018/3/4,-4.085257549,2.3774786,0.6034698,0.5393236,0.6076817
153708,399011,2018/3/4,15.50506187,0.74982935,0.724105,0.5742178,0.7330068
153709,100022,2018/3/4,2.644608904,1.197051,0.71255183,0.5581364,0.72399575
153710,40025,2018/3/4,-0.303357499,1.1429105,0.7941144,0.5979291,0.811192
153711,2168,2018/3/4,-7.228070175,1.8000522,0.56614214,0.5161718,0.5703874
153712,570008,2018/3/4,1.656852346,1.7300242,0.72071826,0.59117824,0.72733676
153713,260117,2018/3/4,-4.44733904,0.70682853,0.60731727,0.5039317,0.6080615
153714,696,2018/3/4,-9.601181684,3.0586164,0.47167578,0.4975794,0.4681724
153715,1000,2018/3/4,-4.359925788,1.1445202,0.4831684,0.40299678,0.47810605
153716,519110,2018/3/4,-7.576849183,2.058235,0.4008387,0.46789584,0.38498947
153717,377530,2018/3/4,-8.461297399,1.4549773,0.6049186,0.51182073,0.6036513
153718,70022,2018/3/4,-3.31255771,1.8907986,0.60638285,0.5905931,0.6050045
153719,162006,2018/3/4,-1.098134914,1.060797,0.57065576,0.43831375,0.574118
153720,90001,2018/3/4,0.98790645,0.8219942,0.5930359,0.52831835,0.5978341
153721,100060,2018/3/4,-6.175966016,1.3817891,0.6022134,0.54099953,0.5993553
153722,601,2018/3/4,-6.511858524,3.6267765,0.5946631,0.62304467,0.5915995
153723,2210,2018/3/4,-2.847525473,0.9048047,0.47245035,0.4607139,0.47151196
153724,590005,2018/3/4,-9.717774219,1.693222,0.39716178,0.415013,0.39042807
153725,974,2018/3/4,0.828025478,3.811085,0.791469,0.6581701,0.8084839
153726,257070,2018/3/4,-9.197315436,1.9903425,0.44320568,0.48797703,0.42640805
153727,1050,2018/3/4,-2.543859649,2.003531,0.5246852,0.4788123,0.5224204
153728,40011,2018/3/4,0.421343797,0.7667872,0.76633626,0.6090191,0.78210014
153729,70006,2018/3/4,-8.183446793,1.2286443,0.43211523,0.45972115,0.4270903
153730,90018,2018/3/4,2.967496834,0.5170184,0.5847828,0.4716952,0.5829881
153731,50026,2018/3/4,14.59019338,1.206298,0.4882873,0.48586336,0.48190975
153732,398021,2018/3/4,-15.14429006,1.3533816,0.5479034,0.41110948,0.5505599
153733,161903,2018/3/4,-0.849535321,0.8881495,0.57639205,0.4770072,0.5775598
153734,121003,2018/3/4,-6.292823657,1.3417469,0.28961682,0.3676395,0.26744068
153735,411,2018/3/4,-5.424310413,1.980302,0.5495506,0.49489072,0.5458201
153736,660012,2018/3/4,-8.172785194,1.2223369,0.48650166,0.46189174,0.48673096
153737,470008,2018/3/4,2.887482346,1.9613669,0.57320637,0.5408486,0.56861246
153738,160805,2018/3/4,-2.564015139,0.3118973,0.27737448,0.30202183,0.26790833
153739,409,2018/3/11,-6.355685131,2.2671921,0.61008954,0.543506,0.61234665
153740,110023,2018/3/11,8.087367178,1.2700782,0.6466894,0.5515181,0.64663726
153741,202005,2018/3/11,-9.278292693,1.3561208,0.7128433,0.55225617,0.73137474
153742,294,2018/3/11,4.047058824,1.610048,0.7312604,0.5690775,0.73347676
153743,163411,2018/3/11,-6.396686608,1.0606525,0.64897555,0.63644266,0.6583647
153744,470008,2018/3/11,-1.294993372,1.9332254,0.59256583,0.5494576,0.58720124
153745,411,2018/3/11,-7.482772071,1.9561428,0.57481694,0.5010108,0.5717594
153746,532,2018/3/11,6.773333333,2.5732386,0.68655163,0.57648355,0.68980974
153747,240009,2018/3/11,-3.332364059,1.1416944,0.3970685,0.4139923,0.38627845
153748,660015,2018/3/11,-3.009313841,1.6067848,0.72271454,0.59089947,0.7311285
153749,450004,2018/3/11,-3.730756265,0.98045725,0.55663997,0.46361086,0.5462916
153750,540004,2018/3/11,-3.273419328,0.9333253,0.6740706,0.52558464,0.6789241
153751,519996,2018/3/11,-4.661126207,0.9811332,0.7123999,0.5181664,0.71882063
153752,828,2018/3/11,-7.68481629,2.057483,0.482739,0.44131085,0.47596744
153753,1047,2018/3/11,-10.06289308,0.693348,0.6948302,0.5022575,0.7065392
153754,1705,2018/3/11,-3.726509396,0.8718118,0.5905844,0.47504362,0.5981024
153755,979,2018/3/11,-5.555555556,1.1582466,0.6650312,0.52059656,0.6759051
153756,161606,2018/3/11,1.567778036,0.63729674,0.43724558,0.41824427,0.42607135
153757,50026,2018/3/11,6.809033989,1.137922,0.51980793,0.5214436,0.51041055
153758,270008,2018/3/11,-4.5654184,1.3007035,0.47590828,0.4065819,0.4739483
153759,460007,2018/3/11,-6.054931336,1.1813549,0.633458,0.54005325,0.6345383
153760,40020,2018/3/11,-4.109969453,1.3371466,0.6129512,0.5298085,0.6107329
153761,960000,2018/3/11,-6.839656927,1.0361499,0.829566,0.560838,0.84820133
153762,217012,2018/3/11,-8.293039469,0.91305673,0.6110715,0.4553026,0.6160863
153763,1663,2018/3/11,-11.42061281,1.3788835,0.6167493,0.5331333,0.62599444
153764,117,2018/3/11,-4.827586207,1.5280095,0.46709558,0.43047413,0.46325582
153765,163412,2018/3/11,-4.590142866,0.7770986,0.75158095,0.65067136,0.76481086
153766,260112,2018/3/11,-5.595190381,0.46076998,0.7491578,0.580034,0.76747537
153767,955,2018/3/11,-6.489184692,1.1972836,0.48454818,0.42195702,0.4759348
153768,519727,2018/3/11,-9.586788186,1.69809,0.41966474,0.43475452,0.4132627
153769,1188,2018/3/11,-4.751131222,0.7693134,0.59196264,0.49088427,0.59771067
153770,90007,2018/3/11,-5.296588252,0.5195193,0.7876574,0.6075959,0.8063227
153771,399011,2018/3/11,8.321371274,0.6935304,0.74369186,0.5990667,0.7491362
153772,671010,2018/3/11,-8.671171171,0.79432195,0.4382659,0.396747,0.4335174
153773,590001,2018/3/11,-10.31798246,0.8935545,0.45419973,0.40016145,0.44429258
153774,90009,2018/3/11,-7.457428068,1.2268951,0.7347076,0.5599903,0.73861957
153775,339,2018/3/11,4.182879377,1.8909078,0.5773934,0.4669429,0.58089733
153776,1008,2018/3/11,-6.07111882,0.95386225,0.5873156,0.46456924,0.5894307
153777,229002,2018/3/11,-7.053177193,0.931274,0.5723814,0.49649465,0.5735945
153778,610004,2018/3/11,-1.611603546,1.2749131,0.55881584,0.47540852,0.55357975
153779,163302,2018/3/11,-3.243118154,1.6045547,0.60261405,0.51218253,0.60868263
153780,40001,2018/3/11,-7.357525283,0.78623253,0.37380102,0.3685975,0.3693677
153781,590005,2018/3/11,-10.10969463,1.7101644,0.40647066,0.41077426,0.39930364
153782,420003,2018/3/11,1.293119698,0.9448138,0.62066776,0.5368058,0.6237137
153783,202007,2018/3/11,-4.319730902,1.6159432,0.71254915,0.5403671,0.71893907
153784,580002,2018/3/11,-9.448774743,0.99474895,0.28954214,0.3115189,0.26659608
153785,1528,2018/3/11,-0.461437047,1.3568207,0.79937536,0.60991853,0.8165402
153786,457,2018/3/11,-12.70061423,2.2086082,0.8165718,0.6244131,0.8333252
153787,1476,2018/3/11,-17.07006369,0.9142937,0.4706642,0.4353438,0.4702004
153788,1692,2018/3/11,1.339703954,1.1204499,0.49792925,0.49689904,0.4955705
153789,160605,2018/3/11,4.683640657,1.313376,0.5158649,0.543889,0.51072884
153790,20,2018/3/11,-6.842989085,1.7619755,0.7955645,0.6048854,0.8051294
153791,121005,2018/3/11,-4.614872918,0.80482286,0.5186426,0.43761748,0.51300687
153792,450003,2018/3/11,-6.224514272,1.0614667,0.64132595,0.46965694,0.64509
153793,370027,2018/3/11,-9.707317073,2.1846433,0.6708184,0.5414582,0.670906
153794,803,2018/3/11,-9.217877095,2.1881223,0.5262132,0.43085852,0.5249808
153795,470006,2018/3/11,15.23127425,1.9695028,0.45647097,0.5321809,0.44629672
153796,50004,2018/3/11,-4.612106328,1.0312896,0.5568725,0.4756495,0.55834156
153797,210001,2018/3/11,-4.763309972,0.018362,0.5366352,0.45007142,0.54134655
153798,519665,2018/3/11,-0.13363029,2.477406,0.742376,0.6527319,0.7490321
153799,240004,2018/3/11,-8.310702336,1.2285533,0.41632304,0.3918355,0.40824577
153800,163409,2018/3/11,-5.595620818,2.040837,0.532641,0.53867435,0.5270425
153801,893,2018/3/11,-9.51048951,2.0821233,0.27386042,0.38417044,0.25205475
153802,519008,2018/3/11,-3.502566846,1.628097,0.7284801,0.6496321,0.7330313
153803,163415,2018/3/11,7.799952294,0.6293883,0.58319694,0.5636695,0.5825475
153804,1043,2018/3/11,-5.938864629,1.0884091,0.6641138,0.5107084,0.67107165
153805,206007,2018/3/11,1.884422111,0.7891816,0.7003799,0.58804727,0.70593756
153806,260108,2018/3/11,6.565494742,0.69405425,0.80397356,0.6002451,0.81649595
153807,620008,2018/3/11,-8.297258297,0.23571041,0.4878263,0.4219428,0.48360553
153808,1105,2018/3/11,-7.326478149,1.2570204,0.6388728,0.491278,0.64559263
153809,470098,2018/3/11,-0.945240041,1.886941,0.601738,0.54614246,0.6020744
153810,233015,2018/3/11,-8.297764927,1.3926067,0.556021,0.5168199,0.5652627
153811,163406,2018/3/11,-5.297171896,1.0912539,0.74134743,0.6507536,0.75485843
153812,1628,2018/3/11,1.307966706,0.15232792,0.50107515,0.45943046,0.49966022
153813,160919,2018/3/11,-1.804461942,2.246294,0.46359295,0.46110547,0.454623
153814,83,2018/3/11,-0.401721664,2.0862129,0.8213608,0.68786,0.83332205
153815,217010,2018/3/11,-3.672712284,0.41429067,0.42173612,0.36454412,0.4172018
153816,996,2018/3/11,-11.58455393,0.97355914,0.3211014,0.32969266,0.31073344
153817,70017,2018/3/11,-7.83618937,0.8985132,0.51091576,0.41325516,0.5079712
153818,240022,2018/3/11,-7.758121583,1.2917175,0.64209074,0.58867574,0.64892477
153819,519097,2018/3/11,-5.872146119,0.9210687,0.4699351,0.47091296,0.46409646
153820,1404,2018/3/11,-7.83847981,0.13088106,0.4679265,0.3971002,0.46943924
153821,1616,2018/3/11,-19.86928105,1.3274137,0.610044,0.5132529,0.61764294
153822,110022,2018/3/11,3.082049146,0.28425315,0.89463043,0.7152909,0.9171941
153823,591,2018/3/11,-7.053394858,2.2588625,0.47195548,0.4852695,0.4700638
153824,288002,2018/3/11,-8.191265308,1.7695327,0.59933454,0.51309633,0.6028622
153825,161005,2018/3/11,-1.818105085,0.7031641,0.7030027,0.5374883,0.70997757
153826,410009,2018/3/11,-7.517354768,0.25224346,0.55578625,0.45181954,0.55193144
153827,163803,2018/3/11,-8.196193705,1.2028577,0.474791,0.42143884,0.47356373
