,code,date,Next6month,ndcg@1,ndcg@2,ndcg@3,ndcg@5
141379,210008,2017/10/1,-1.67860212,0.5020449,-0.43131307,-0.27188125,0.50040853
141380,20026,2017/10/1,5.313742819,0.5130972,0.46988383,0.5004844,0.5025184
141381,160105,2017/10/1,2.973103906,0.4999912,0.76009536,0.75228244,0.49995592
141382,630006,2017/10/1,-1.988474447,0.5042342,0.68255156,0.75330526,0.50080174
141383,70010,2017/10/1,-0.470807422,0.49799615,1.2282646,1.2855089,0.49958572
141384,213003,2017/10/1,-0.227573432,0.49533075,-0.43613958,-0.3374607,0.499084
141385,1042,2017/10/1,-15.77608142,0.49982336,1.2844876,1.2721549,0.49995056
141386,200010,2017/10/1,-12.37072915,0.50071704,0.71217716,0.75594497,0.500103
141387,519095,2017/10/1,-1.93856015,0.4995272,1.7003866,1.6953062,0.4998764
141388,163409,2017/10/1,-2.947617379,0.5004181,1.6496875,1.6592779,0.5000587
141389,110009,2017/10/1,2.547156498,0.502585,0.7603399,0.874935,0.5004818
141390,1291,2017/10/1,-6.964656965,0.49840623,0.88796175,0.87573075,0.4996513
141391,985,2017/10/1,3.168155971,0.50220263,1.0172479,1.0165284,0.50041604
141392,233009,2017/10/1,-9.06705887,0.49928746,0.92602175,0.964242,0.49982092
141393,379010,2017/10/1,-5.52458398,0.50459766,1.0743445,1.2208636,0.500899
141394,360010,2017/10/1,4.670558799,0.5034478,0.14988396,0.05041972,0.50060576
141395,340007,2017/10/1,9.425345681,0.5085742,1.2091786,1.2267424,0.5016458
141396,161706,2017/10/1,-1.903199969,0.5004924,0.43793404,0.49667984,0.5000787
141397,398021,2017/10/1,-2.693801723,0.50119627,0.9515622,1.0703372,0.50024617
141398,1043,2017/10/1,4.343807763,0.5062771,0.62311804,0.6564754,0.50121206
141399,1663,2017/10/1,1.881188119,0.5003955,1.3876306,1.4074113,0.5000586
141400,1193,2017/10/1,-15.76524741,0.49856907,0.40584666,0.404904,0.49970034
141401,110023,2017/10/1,19.14749662,0.49884737,0.5173764,0.5963878,0.49979937
141402,378010,2017/10/1,5.03875969,0.49621356,0.23082727,0.32173112,0.49930567
141403,1167,2017/10/1,-6.082036775,0.49942803,-1.0953732,-1.0716656,0.49987194
141404,746,2017/10/1,0,0.50369066,1.1063709,0.9716888,0.50070465
141405,519674,2017/10/1,-6.666910207,0.50821024,1.6290393,1.6902205,0.5015688
141406,200006,2017/10/1,5.338180771,0.4951486,0.7663675,0.80655444,0.49906075
141407,90001,2017/10/1,0.461504381,0.50208193,0.6423809,0.62181,0.50032055
141408,339,2017/10/1,0.517464424,0.5017497,1.3070997,1.1379398,0.50033283
141409,163406,2017/10/1,10.14203998,0.50741905,1.1603978,1.1383177,0.50137913
141410,217010,2017/10/1,3.609151165,0.49668717,0.18656856,0.2417518,0.4993375
141411,340006,2017/10/1,4.948108127,0.49529245,0.44680777,0.39201528,0.49904016
141412,100026,2017/10/1,6.188391753,0.50736344,0.9423625,0.98315465,0.5013981
141413,974,2017/10/1,7.708189952,0.5082526,1.3472741,1.373209,0.5016086
141414,1044,2017/10/1,11.70960187,0.50733,1.53291,1.6009333,0.5014224
141415,166005,2017/10/1,3.692074901,0.5080719,0.708532,0.74021727,0.5015393
141416,1105,2017/10/1,-3.875968992,0.5035161,0.9593366,1.0435008,0.5006821
141417,20009,2017/10/1,0.962478382,0.5046715,0.5460827,0.5679018,0.50086826
141418,100060,2017/10/1,3.347670833,0.50421125,0.46496388,0.53621936,0.5008098
141419,260108,2017/10/1,16.42734676,0.50652206,-0.07888876,0.032012634,0.5012498
141420,460002,2017/10/1,-2.212878956,0.50256574,0.72475463,0.73764884,0.5004748
141421,162605,2017/10/1,15.99356683,0.5081297,0.37152228,0.47278315,0.5015378
141422,17,2017/10/1,2.367367794,0.49941966,0.3140396,0.32844085,0.49988726
141423,398041,2017/10/1,-0.10430429,0.5006535,0.5572405,0.5284385,0.50010943
141424,1047,2017/10/1,6.017699115,0.5052921,0.47852987,0.47249046,0.5010145
141425,591,2017/10/1,-1.560379919,0.49720645,1.9041518,1.6458931,0.4994377
141426,530003,2017/10/1,-3.560741377,0.50436246,0.4565546,0.50715417,0.50079674
141427,570007,2017/10/1,3.159340659,0.5024189,1.4290185,1.4457003,0.50043684
141428,1416,2017/10/1,-3.672985782,0.4985784,0.785471,0.7994538,0.4996989
141429,519979,2017/10/1,1.439130265,0.5056062,0.2255322,0.3959967,0.50108606
141430,160127,2017/10/1,2.278729023,0.51351964,0.8529269,0.8939962,0.50258803
141431,360001,2017/10/1,-7.426877812,0.49851885,0.89055234,0.8492269,0.4996552
141432,420005,2017/10/1,-2.983473895,0.5032308,0.6054679,0.5866799,0.5006286
141433,166001,2017/10/1,2.554851292,0.50646055,0.65313685,0.70341027,0.50121087
141434,61,2017/10/1,-15.73604061,0.4964963,1.1623275,1.148459,0.49930698
141435,80012,2017/10/1,-3.55893391,0.49712104,0.20996772,0.21739143,0.4994163
141436,601,2017/10/1,-2.197715636,0.50255394,1.9676149,1.7981797,0.50052845
141437,828,2017/10/1,-1.937846044,0.5004019,0.9833384,0.7548665,0.5000448
141438,202007,2017/10/1,7.205462364,0.5024121,0.69495106,0.6781726,0.5004429
141439,778,2017/10/1,-4.925816024,0.50503975,1.762913,1.576171,0.500984
141440,162209,2017/10/1,1.308807924,0.49694392,1.5070195,1.6576985,0.49942616
141441,233011,2017/10/1,-0.855953115,0.50748074,1.7743845,1.8958063,0.5014017
141442,260112,2017/10/1,0.890307408,0.50745726,0.18146601,0.22037594,0.5013868
141443,40001,2017/10/1,-3.066998905,0.4941148,1.0205709,1.1633401,0.498841
141444,610001,2017/10/1,1.691739994,0.5002901,0.8209114,0.9452049,0.5000642
141445,519115,2017/10/1,-4.919016197,0.502216,0.91613007,1.0327172,0.50042146
141446,690005,2017/10/1,1.380552221,0.5072312,0.3961261,0.40941894,0.5013795
141447,481001,2017/10/1,4.278170858,0.5006999,0.52634823,0.6255874,0.5001272
141448,50014,2017/10/1,7.497419536,0.5037009,1.4420995,1.4743085,0.5006863
141449,360012,2017/10/1,0.811679161,0.5015318,0.64576,0.6012281,0.50025463
141450,803,2017/10/1,-3.683113273,0.5018252,1.0539067,0.9387308,0.5003341
141451,481017,2017/10/1,-1.900972591,0.5069631,0.7514959,0.825652,0.5013244
141452,200008,2017/10/1,3.373848987,0.50673735,0.81167924,0.84012,0.50126797
141453,163803,2017/10/1,3.257058935,0.49469808,0.5307803,0.5857302,0.49893036
141454,260110,2017/10/1,11.85939553,0.50345135,-0.15150604,-0.09169465,0.50065744
141455,20,2017/10/1,6.767955801,0.50971013,1.0387467,1.1536624,0.5018565
141456,40025,2017/10/1,2.932972025,0.5104877,1.139618,1.1686735,0.5019996
141457,210009,2017/10/1,-7.750631845,0.49158847,-0.99498844,-0.8197301,0.49840203
141458,110005,2017/10/1,-0.517738791,0.50233,1.4367297,1.5256944,0.50044286
141459,1542,2017/10/1,-2.958579882,0.5112313,1.3681595,1.4064245,0.5021873
141460,550003,2017/10/1,1.404072601,0.5074625,0.7715119,0.86994493,0.5014198
141461,540010,2017/10/1,-1.924583741,0.50000894,1.1556671,1.1807742,0.49996886
141462,522,2017/10/1,0,0.50059056,1.7186995,1.548241,0.50011104
141463,110002,2017/10/1,-0.926069797,0.49525288,0.52800953,0.6136735,0.49910942
141464,206012,2017/10/1,-7.188160677,0.49950323,1.3984478,1.4908911,0.4998845
141465,11,2017/10/1,8.967393845,0.5056077,2.2298372,2.2180026,0.5010531
141466,310388,2017/10/1,2.001257934,0.5054313,-0.114743836,-0.23744066,0.5010802
141467,519008,2017/10/1,17.53757779,0.50440615,1.3381842,1.3957865,0.5008377
141468,240009,2017/10/1,-5.549075154,0.49760047,0.7662706,0.80278605,0.49949968
141469,1008,2017/10/1,2.564102564,0.5037386,0.43298718,0.453337,0.5007034
141470,1490,2017/10/1,0.456621005,0.5022211,1.1460762,1.1788439,0.50042534
141471,519033,2017/10/1,-4.450298073,0.5013863,0.4530216,0.62982893,0.5002897
141472,519996,2017/10/1,2.861313869,0.50749683,0.47150448,0.61874104,0.50143725
141473,710001,2017/10/1,10.36888379,0.5057902,2.2207246,2.3577511,0.5011176
141474,630002,2017/10/1,3.075068606,0.49522373,0.750223,0.9288539,0.49906012
141475,1208,2017/10/1,15.77319588,0.50473726,0.8837728,0.9686475,0.50090957
141476,1672,2017/10/1,0.6861325,0.50405407,1.20366,1.2169245,0.5007849
141477,1482,2017/10/1,-0.974313552,0.50192446,1.005596,1.0772406,0.50037163
141478,263,2017/10/1,2.366148532,0.4957427,0.66145676,0.71513134,0.49916068
141479,570001,2017/10/1,7.033963153,0.5085723,0.9696647,0.946199,0.5016349
141480,688888,2017/10/1,-6.419427711,0.5005632,-0.018478017,-0.06970485,0.50004923
141481,532,2017/10/1,12.29050279,0.5045715,1.6228354,1.5150677,0.50087583
141482,1404,2017/10/1,6.020942408,0.49737144,-0.21497117,-0.20405313,0.49946687
141483,400011,2017/10/1,-4.528556945,0.49917144,1.0333189,1.024504,0.49976978
141484,540007,2017/10/1,-7.097891092,0.50262475,1.1850545,1.1961194,0.5004843
141485,270025,2017/10/1,-4.500278655,0.50264466,1.3569255,1.4013755,0.50049275
141486,90013,2017/10/1,8.174059382,0.50780797,0.09354069,0.13823526,0.50147927
141487,978,2017/10/1,-1.646903821,0.50429565,0.6997987,0.7260072,0.50082314
141488,519994,2017/10/1,-3.955221364,0.49904332,0.3725574,0.49377957,0.4997841
141489,519093,2017/10/1,2.118413905,0.49528384,1.0773112,1.0669457,0.499055
141490,1195,2017/10/1,-3.739837398,0.5002012,0.37276462,0.37479192,0.5000198
141491,1166,2017/10/1,-6.17433414,0.49970528,0.14486955,0.15168276,0.49992594
141492,162212,2017/10/1,-0.106635071,0.49756044,0.94318396,1.0570467,0.49953282
141493,577,2017/10/1,6.671527525,0.51574236,1.6053718,1.3780369,0.5029947
141494,162208,2017/10/1,-1.388888889,0.5011388,0.8850495,0.9664841,0.5002117
141495,160106,2017/10/1,-7.071725359,0.50133294,0.33710152,0.4006941,0.500252
141496,519688,2017/10/1,9.601286478,0.5066703,0.56752205,0.5147888,0.50126755
141497,471,2017/10/1,-19.01797493,0.50235254,0.81815857,0.61803406,0.50041324
141498,660015,2017/10/1,-0.185596495,0.5077889,1.378309,1.4223148,0.5014933
141499,418,2017/10/1,3.086779266,0.50411016,0.894427,1.0246154,0.50077015
141500,550008,2017/10/1,5.436731837,0.50595504,0.69472545,0.79430705,0.5011329
141501,70011,2017/10/1,3.557824465,0.49867272,0.8756587,0.94696,0.49973
141502,1476,2017/10/1,-12.004662,0.4994671,1.0231974,1.0658425,0.4999
141503,688,2017/10/1,4.350727346,0.5043862,1.8719314,1.8362617,0.5008462
141504,1410,2017/10/1,-1.982097187,0.5079088,1.1191144,1.2597146,0.50156415
141505,519668,2017/10/1,-5.733940099,0.5071737,1.869007,1.8675585,0.50134826
141506,519692,2017/10/1,-11.88145153,0.5005735,0.8190171,0.7934511,0.50009084
141507,550009,2017/10/1,3.495602487,0.5004452,0.6018038,0.72455657,0.5000771
141508,163415,2017/10/1,9.909434626,0.50041944,0.34341833,0.2582599,0.50001776
141509,481013,2017/10/1,3.086694896,0.5049859,0.4014822,0.47880444,0.5009616
141510,294,2017/10/1,3.348325837,0.5077094,1.7519675,1.9137642,0.5014833
141511,398061,2017/10/1,0.19632223,0.5071671,1.2441205,1.3138545,0.5013751
141512,161609,2017/10/1,-1.800661467,0.49881616,0.34393442,0.4421685,0.49975395
141513,580008,2017/10/1,0.741585853,0.49615902,0.13387649,0.3193751,0.49927047
141514,1409,2017/10/1,-9.73871734,0.49299777,-0.5358247,-0.48664764,0.49861172
141515,270041,2017/10/1,8.670988655,0.5077085,1.3365214,1.3013129,0.5014676
141516,50009,2017/10/1,2.488147785,0.49677944,0.93608516,1.0323277,0.49939433
141517,550002,2017/10/1,5.835095137,0.50399756,0.3333344,0.42286074,0.500747
141518,996,2017/10/1,-10.23427867,0.49596858,0.35110086,0.3978407,0.49916786
141519,1528,2017/10/1,9.233060313,0.5060462,1.78664,1.8367726,0.5011722
141520,1396,2017/10/1,-6.307490145,0.49880823,0.18760307,0.30194736,0.49974728
141521,481010,2017/10/1,-10.16463851,0.49786982,-0.13025716,-0.092306934,0.4995704
141522,590001,2017/10/1,-2.934770148,0.49454802,0.5575054,0.6612049,0.4989507
141523,90015,2017/10/1,3.174057523,0.50527763,0.8581126,0.9108892,0.50098205
141524,163412,2017/10/1,12.46574998,0.5067305,1.5148666,1.555787,0.501247
141525,162201,2017/10/1,-0.667011133,0.49451652,0.15500377,0.25997388,0.49892208
141526,630001,2017/10/1,-8.881722305,0.49869365,1.1999855,1.2267029,0.4997246
141527,519021,2017/10/1,-1.28333542,0.49837464,1.1956441,1.2437524,0.49964583
141528,1028,2017/10/1,-5.786163522,0.499773,0.8080177,0.88114107,0.49993986
141529,162214,2017/10/1,2.098635887,0.4951693,1.0439692,1.1594604,0.4990938
141530,630011,2017/10/1,-12.8606293,0.4922892,0.49256042,0.5850723,0.4985054
141531,110015,2017/10/1,6.243213898,0.50758666,1.2628999,1.3149321,0.5014628
141532,257070,2017/10/1,-2.778332003,0.5010891,0.91114515,1.0981741,0.5001964
141533,110029,2017/10/1,4.483834596,0.49789047,-0.01055531,0.053584926,0.4995981
141534,519025,2017/10/1,-5.477020602,0.501838,0.45040965,0.56332445,0.5003653
141535,1496,2017/10/1,-13.5235732,0.49588674,-0.50738114,-0.52827966,0.49917236
141536,180010,2017/10/1,4.804457953,0.49888164,0.85237277,0.837651,0.49976793
141537,519013,2017/10/1,-21.30161911,0.49467906,0.44743782,0.5922871,0.49901074
141538,127,2017/10/1,4.290789833,0.5082215,1.0360426,1.0776348,0.5015853
141539,519679,2017/10/1,-2.878871543,0.5026832,1.8031154,1.8953953,0.5005059
141540,1256,2017/10/1,4.813986246,0.503026,1.4480923,1.4527372,0.50057137
141541,1039,2017/10/1,-2.219755827,0.5029023,1.2644361,1.2504945,0.500547
141542,229002,2017/10/1,-3.245215636,0.5031887,0.6055092,0.6374634,0.50055104
141543,580002,2017/10/1,-4.738021556,0.49182898,0.43127304,0.5550554,0.4984491
141544,1628,2017/10/1,-0.363636364,0.49707842,0.07624843,0.064674824,0.49940538
141545,110011,2017/10/1,12.82502393,0.51122403,0.9782415,0.9582833,0.50212777
141546,270050,2017/10/1,3.287928605,0.5042876,1.869636,1.9085128,0.50084406
141547,161611,2017/10/1,8.155606407,0.49804053,-0.32292667,-0.22952868,0.49961334
141548,50026,2017/10/1,16.0938553,0.49525636,0.7428567,0.7996181,0.4990711
141549,308,2017/10/1,-5.015797788,0.5082996,1.0833899,1.142343,0.50156504
141550,1097,2017/10/1,-0.147710487,0.5004096,0.7364056,0.68434453,0.50006986
141551,121003,2017/10/1,1.149666429,0.49437913,0.2622704,0.4580633,0.49894443
141552,20010,2017/10/1,0.400873189,0.50130963,0.529137,0.484495,0.5002115
141553,360006,2017/10/1,-0.288808664,0.50128007,0.648668,0.6827769,0.5002451
141554,398011,2017/10/1,0.06542124,0.49622846,0.3884146,0.49955556,0.49931338
141555,202003,2017/10/1,6.294547601,0.5051855,0.25868124,0.28687322,0.50098836
141556,50008,2017/10/1,5.447279434,0.49509493,0.70067465,0.84234476,0.49905008
141557,1626,2017/10/1,3.957996769,0.5039338,1.4743607,1.5029919,0.5007585
141558,210003,2017/10/1,-2.99250338,0.5060188,-0.32518262,-0.26422995,0.50114787
141559,540009,2017/10/1,8.65752551,0.50712293,1.3094237,1.3185885,0.50138825
141560,233007,2017/10/1,2.783252222,0.50073254,1.4729042,1.4707558,0.5000873
141561,50018,2017/10/1,10.1362862,0.5031807,1.2315339,1.2307557,0.5005971
141562,1313,2017/10/1,-5.149700599,0.5018888,0.22071534,0.3204484,0.5003847
141563,90009,2017/10/1,1.454775459,0.5064129,0.97673714,1.0529871,0.50121295
141564,162006,2017/10/1,3.362090064,0.5001143,0.2596052,0.3773419,0.5000221
141565,257050,2017/10/1,5.47373049,0.49954358,0.771934,0.8976513,0.49991515
141566,690007,2017/10/1,3.514644351,0.5104471,0.76181656,0.6572807,0.5019943
141567,1319,2017/10/1,-2.3247047,0.4979876,0.2902252,0.31597164,0.4995884
141568,240022,2017/10/1,-6.282952548,0.5091652,1.5788621,1.6564684,0.5017632
141569,1036,2017/10/1,11.14583333,0.4991299,0.8564116,0.878367,0.49978676
141570,519993,2017/10/1,-6.269185034,0.5033062,0.31363738,0.44807807,0.50060207
141571,831,2017/10/1,15.31914894,0.50078493,0.028404932,-0.22595012,0.5001377
141572,550,2017/10/1,-14.7158609,0.5023445,1.8076789,1.5760703,0.5004211
141573,519158,2017/10/1,-3.003314002,0.5038529,1.6389542,1.6368741,0.50070024
141574,519987,2017/10/1,2.090948969,0.5002331,0.58139867,0.7016963,0.50004774
141575,163110,2017/10/1,-0.196413633,0.50667614,0.048435748,0.016875021,0.50123394
141576,310368,2017/10/1,2.339205077,0.50278693,1.1589439,1.1624646,0.5005476
141577,399011,2017/10/1,28.54268765,0.50364923,0.65246654,0.6524692,0.5006825
141578,1267,2017/10/1,1.993865031,0.4998577,0.7750462,0.893017,0.4999668
141579,1475,2017/10/1,-5.223068553,0.49873912,0.4148801,0.44111416,0.49974626
141580,1583,2017/10/1,8.366854385,0.5032551,1.1904086,1.2739909,0.5006076
141581,729,2017/10/1,2.016129032,0.501119,1.2123247,0.98604625,0.5001896
141582,161610,2017/10/1,4.697326354,0.49757755,-0.16980022,-0.026887681,0.49952194
141583,100039,2017/10/1,7.137028435,0.49994022,1.0343378,1.0887979,0.49998257
141584,513,2017/10/1,3.721781574,0.5039678,1.075101,0.9130343,0.50076663
141585,730001,2017/10/1,-5.395083643,0.49898118,0.8635763,0.71002907,0.4997882
141586,320012,2017/10/1,3.233948572,0.502557,1.0894238,1.1147425,0.5004824
141587,450011,2017/10/1,2.958152958,0.5001392,0.83035016,0.98796815,0.5000243
141588,610005,2017/10/1,-12.39883712,0.499248,0.3370155,0.44380638,0.4998363
141589,628,2017/10/1,5.708529214,0.50662947,0.57949334,0.646014,0.5012668
141590,450009,2017/10/1,1.776236051,0.50988704,0.8358408,0.9555784,0.5018834
141591,251,2017/10/1,0.550909332,0.5087827,0.5044187,0.5302757,0.50165
141592,450003,2017/10/1,0.855096883,0.50224745,0.40266833,0.49053624,0.5004242
141593,360005,2017/10/1,-3.444870887,0.4969575,-0.17981365,-0.20820723,0.49935454
141594,530006,2017/10/1,-3.374318203,0.50004584,0.5787581,0.5952863,0.4999965
141595,410003,2017/10/1,6.4717477,0.49684548,0.5672586,0.63158613,0.49938333
141596,180012,2017/10/1,0.243552468,0.5147056,0.8263059,0.7781665,0.50281584
141597,1158,2017/10/1,-19.19805589,0.5006199,-0.12879282,0.001837876,0.5001242
141598,1104,2017/10/1,-1.737451737,0.50389296,1.5363579,1.5533984,0.5007214
141599,20003,2017/10/1,-7.704037595,0.5115677,0.4520632,0.48822784,0.5021758
141600,112002,2017/10/1,-2.231814842,0.49629998,1.0458307,1.1331015,0.49931535
141601,210005,2017/10/1,-1.480836237,0.50077707,-0.892894,-0.8585684,0.50013095
141602,20015,2017/10/1,-0.990474745,0.504844,1.5247283,1.523513,0.50090086
141603,233015,2017/10/1,-2.877327594,0.50101995,1.1678846,1.1429867,0.50015754
141604,270028,2017/10/1,-0.239616613,0.50260216,0.9535583,0.94824326,0.50046873
141605,202001,2017/10/1,2.031642938,0.50214136,-0.57524973,-0.46644613,0.5003812
141606,1349,2017/10/1,-20.93663912,0.49732232,-0.23240416,-0.27288756,0.49946946
141607,1268,2017/10/1,9.455128205,0.4953837,0.5178288,0.4808148,0.49907485
141608,260115,2017/10/1,7.116382506,0.5005591,0.34285805,0.44098777,0.5001088
141609,519026,2017/10/1,-4.046242775,0.49655426,1.1050913,1.2933811,0.49938205
141610,457,2017/10/1,-1.050859981,0.51189774,0.5446628,0.31433702,0.5022882
141611,991,2017/10/1,14.85061511,0.5057995,0.15511422,0.2337752,0.5011051
141612,751,2017/10/1,8.366935484,0.5098947,1.9264851,1.7196271,0.5018913
141613,100020,2017/10/1,8.29459716,0.505643,0.78717107,0.84463036,0.5010941
141614,90011,2017/10/1,-4.122756225,0.5068684,0.3047332,0.27424482,0.5012968
141615,1421,2017/10/1,-6.842539159,0.50013673,-0.19313614,-0.23444377,0.49999693
141616,1643,2017/10/1,-0.719935104,0.49715146,0.6963836,0.6595975,0.4994015
141617,121005,2017/10/1,2.303231152,0.5009275,0.55731857,0.622029,0.500164
141618,70006,2017/10/1,-0.096975574,0.4946891,1.8242441,1.8533525,0.49893758
141619,1473,2017/10/1,-4.762937265,0.50614464,0.49592724,0.5470772,0.5011988
141620,162203,2017/10/1,5.764506106,0.5012647,0.5687196,0.69214725,0.500237
141621,1163,2017/10/1,5.711519845,0.50332206,1.1568434,1.155137,0.5006399
141622,39,2017/10/1,-1.318681319,0.50159746,1.2514368,1.2765709,0.5002849
141623,161616,2017/10/1,3.154150728,0.4912592,-0.1476801,-0.09484016,0.49832368
141624,530011,2017/10/1,4.262158462,0.5030802,0.7476628,0.8010391,0.5005801
141625,270021,2017/10/1,4.418103448,0.49552876,0.85880315,0.84644955,0.4991435
141626,612,2017/10/1,-1.672211133,0.5067704,1.1395605,0.99956614,0.50127864
141627,1000,2017/10/1,-5.301645338,0.500842,0.45321435,0.54118454,0.5001526
141628,90004,2017/10/1,5.523392481,0.50686926,1.1444666,1.1379327,0.5012902
141629,50004,2017/10/1,-2.708093732,0.5024852,0.5980904,0.568216,0.50044453
141630,166009,2017/10/1,-1.910286728,0.503252,0.3547459,0.37955648,0.50060433
141631,257030,2017/10/1,9.115579678,0.5022794,0.54735255,0.59953684,0.5003997
141632,163503,2017/10/1,-3.905345027,0.49461,-0.22416891,-0.16206524,0.49895805
141633,161818,2017/10/1,0.086450802,0.49631244,1.1011449,1.1699526,0.49930874
141634,20023,2017/10/1,2.287066246,0.50638086,0.94874746,1.0268829,0.501215
141635,1230,2017/10/1,10.03787879,0.49906668,0.15646286,0.12628588,0.49978906
141636,800,2017/10/1,-12.62135922,0.4941304,0.7863403,0.5408926,0.49881753
141637,180031,2017/10/1,1.189178716,0.5106615,0.3543963,0.2760539,0.50202274
141638,432,2017/10/1,-2.596580114,0.49941653,1.5368693,1.3280634,0.49987382
141639,580003,2017/10/1,-8.146131155,0.50187814,0.6921375,0.882892,0.5003481
141640,1040,2017/10/1,8.190091001,0.50016934,1.1086832,1.0536448,0.4999954
141641,1306,2017/10/1,1.075268817,0.49985147,0.7444072,0.76627785,0.4999426
141642,213002,2017/10/1,-5.231465501,0.49658808,-0.037223056,0.022041589,0.49932283
141643,519664,2017/10/1,9.818731118,0.5079361,1.930585,1.7460831,0.5015282
141644,163302,2017/10/1,5.77619493,0.49833417,1.5071414,1.5328515,0.49967214
141645,1076,2017/10/1,16.45422943,0.5030779,0.71388626,0.809106,0.50061125
