,code,date,Next1month,ndcg@1,ndcg@2,ndcg@3,ndcg@5
151566,110009,2018/2/11,10.82781372,0.6109771,0.656356,0.61667097,0.54586
151567,1105,2018/2/11,7.162534435,0.7705097,0.8457253,0.8247036,0.61499643
151568,206012,2018/2/11,7.952755906,0.35338002,0.44121388,0.39405984,0.26164016
151569,1672,2018/2/11,12.7196584,0.7375027,0.8311923,0.7817071,0.59627163
151570,1583,2018/2/11,8.615384615,0.84713846,0.87155306,0.8608854,0.7894557
151571,70006,2018/2/11,4.840202777,0.48967868,0.4843175,0.48001692,0.44546184
151572,1236,2018/2/11,8.15876516,0.6929344,0.733651,0.73922336,0.6005789
151573,240010,2018/2/11,10.21299014,0.36505392,0.4176324,0.39750728,0.28330117
151574,450003,2018/2/11,9.566360053,0.68652976,0.72572654,0.69116557,0.6072474
151575,1230,2018/2/11,14.08450704,0.5728987,0.6440227,0.60521895,0.46281597
151576,202019,2018/2/11,5.195073281,0.31817704,0.3578683,0.33273983,0.30333635
151577,260108,2018/2/11,8.608035432,1.0040559,1.0301002,1.004377,0.94624174
151578,1476,2018/2/11,9.483960948,0.52969813,0.62597704,0.5908867,0.39265776
151579,110022,2018/2/11,7.091882248,1.0569631,1.095067,1.0732192,1.0486206
151580,481008,2018/2/11,4.452587721,0.8098193,0.8334705,0.8181823,0.7971797
151581,398021,2018/2/11,7.089226471,0.67258424,0.71758264,0.68352604,0.5831842
151582,1245,2018/2/11,5.662983425,0.25366825,0.29307997,0.28890708,0.2064459
151583,2210,2018/2/11,10.1897125,0.473448,0.5546539,0.51463777,0.3798439
151584,163803,2018/2/11,2.556936957,0.62613076,0.6266889,0.62160176,0.58608496
151585,519983,2018/2/11,8.718893181,0.18163252,0.18226153,0.17097403,0.23481701
151586,519025,2018/2/11,6.674587643,0.62353086,0.70355016,0.67121357,0.4703447
151587,160603,2018/2/11,8.29803969,0.55374134,0.5969957,0.53919196,0.46436283
151588,110023,2018/2/11,13.76762928,0.731217,0.774466,0.7374185,0.6796133
151589,206002,2018/2/11,11.25,0.6921648,0.70916027,0.7103238,0.58391434
151590,450004,2018/2/11,8.829644124,0.7290788,0.7331089,0.7538899,0.611634
151591,1158,2018/2/11,5.674846626,0.39988703,0.4773263,0.45432204,0.302596
151592,1605,2018/2/11,9.882139619,0.60886735,0.6157931,0.6052705,0.5774254
151593,965,2018/2/11,16.35005066,0.62259066,0.7107086,0.65556586,0.49082604
151594,240011,2018/2/11,8.972631142,0.6931019,0.7527396,0.7109127,0.56215864
151595,340007,2018/2/11,16.3372859,0.8772236,0.9443174,0.87984234,0.77764547
151596,162006,2018/2/11,8.123696159,0.67977387,0.72906697,0.6941352,0.5874623
151597,1496,2018/2/11,4.768786127,0.18630356,0.21657653,0.21589188,0.1533801
151598,519089,2018/2/11,8.749614554,0.5185812,0.57662976,0.5666654,0.41168925
151599,610001,2018/2/11,6.781642795,0.91504043,0.990947,0.94095016,0.7637378
151600,793,2018/2/11,6.88172043,0.45430434,0.5472233,0.5311774,0.3639452
151601,161005,2018/2/11,12.89354322,0.7963137,0.8580991,0.8016243,0.7137076
151602,570007,2018/2/11,11.89781022,0.85351986,0.95099145,0.897463,0.70842296
151603,1040,2018/2/11,7.478427613,0.6953249,0.74486417,0.7504926,0.58325887
151604,1651,2018/2/11,4.591836735,1.0251077,1.077748,1.0819042,0.93622714
151605,162703,2018/2/11,16.15380366,0.9277612,1.0166435,0.9578934,0.7610595
151606,519993,2018/2/11,11.04878685,0.5508896,0.614761,0.5532017,0.49978405
151607,660006,2018/2/11,7.660687593,0.9460082,1.018954,1.008375,0.7552204
151608,161818,2018/2/11,7.411223843,0.5886841,0.6462582,0.6473931,0.4768328
151609,519987,2018/2/11,13.28569108,0.59821707,0.66786927,0.6112035,0.5366638
151610,688,2018/2/11,8.938811307,0.85685676,0.91406804,0.8937979,0.7780538
151611,70011,2018/2/11,14.22233708,0.5262914,0.56870466,0.54861987,0.44089845
151612,580001,2018/2/11,9.88572769,0.5935096,0.70720834,0.64363277,0.464524
151613,21,2018/2/11,11.32035095,0.544455,0.59961075,0.5676083,0.44631362
151614,40001,2018/2/11,5.15977279,0.63417673,0.66023993,0.6394346,0.4568112
151615,690004,2018/2/11,13.57191087,0.7874272,0.8500676,0.8096218,0.70826495
151616,1072,2018/2/11,16.36546185,0.6904216,0.77032065,0.7389257,0.54728675
151617,2300,2018/2/11,14.46153846,0.6131112,0.6622072,0.6147188,0.5290588
151618,163110,2018/2/11,8.232931727,0.5218842,0.5579546,0.5335421,0.51420045
151619,470006,2018/2/11,15.85534504,0.56370485,0.64150614,0.607316,0.4351807
151620,240017,2018/2/11,7.10769375,0.4881063,0.4996698,0.47995633,0.46391758
151621,519670,2018/2/11,11.23368421,0.5916604,0.63631344,0.6031731,0.46926427
151622,780,2018/2/11,12.28545619,0.54879826,0.61523104,0.59459364,0.45028508
151623,110025,2018/2/11,3.555555556,0.73794526,0.78493625,0.77947223,0.7394137
151624,70010,2018/2/11,9.186183296,0.5083991,0.53039265,0.5051752,0.4909208
151625,660004,2018/2/11,6.294945284,0.7431765,0.79203063,0.74222606,0.6801795
151626,290002,2018/2/11,3.9830794,0.3470368,0.35006812,0.3303226,0.32215086
151627,1118,2018/2/11,8.232118758,0.42612004,0.43880603,0.4345835,0.3573272
151628,263,2018/2/11,10.93778901,0.5147921,0.5681737,0.56393486,0.44713005
151629,925,2018/2/11,19.81395349,0.72459036,0.85797226,0.817226,0.58892155
151630,308,2018/2/11,7.602085143,0.59286785,0.64712423,0.5908309,0.5796782
151631,1521,2018/2/11,13.22221263,0.71672255,0.8076052,0.7479337,0.6441919
151632,519021,2018/2/11,9.664262118,0.53270894,0.59464073,0.56191653,0.41656584
151633,1042,2018/2/11,9.271523179,0.2546047,0.3246316,0.29799747,0.19908647
151634,240020,2018/2/11,13.76978488,0.83059216,0.8875947,0.85131675,0.6870714
151635,1490,2018/2/11,9.661835749,0.74176997,0.8073065,0.7898417,0.5931439
151636,690007,2018/2/11,14.01734104,0.59261274,0.6700784,0.6138144,0.55497676
151637,398001,2018/2/11,6.164890889,0.6941938,0.7440423,0.72093296,0.61696184
151638,460009,2018/2/11,10.48615188,0.5030358,0.5541996,0.49835578,0.5254965
151639,519994,2018/2/11,9.165717644,0.30753392,0.3235904,0.31516322,0.26863194
151640,1616,2018/2/11,12.33480176,0.6213926,0.7102417,0.68294144,0.5583892
151641,310388,2018/2/11,5.846494874,0.8535571,0.89168686,0.8657346,0.7726488
151642,601,2018/2/11,15.68971893,0.741097,0.84489024,0.7799692,0.6377703
151643,893,2018/2/11,8.333333333,0.30710095,0.36661968,0.3752614,0.25885537
151644,1473,2018/2/11,6.832202344,0.70889425,0.79598135,0.75084704,0.6345808
151645,260111,2018/2/11,6.780236847,0.8655541,0.87181914,0.85183674,0.8027771
151646,730001,2018/2/11,6.264991433,0.41544923,0.39790177,0.3900807,0.42429927
151647,162214,2018/2/11,8.917197452,0.66200787,0.71815956,0.7117346,0.5300598
151648,483003,2018/2/11,8.056405772,0.6300675,0.68124,0.6533805,0.4959831
151649,740001,2018/2/11,7.441103237,0.58944476,0.63777333,0.59508127,0.5105409
151650,1097,2018/2/11,8.675078864,0.6750807,0.74280196,0.71890146,0.54014397
151651,90015,2018/2/11,9.152810768,0.6165181,0.6541664,0.6413581,0.54104686
151652,339,2018/2/11,8.898305085,0.64852834,0.7190393,0.67410374,0.5295442
151653,1463,2018/2/11,12.15277778,0.45182955,0.5174551,0.4626229,0.41715848
151654,1076,2018/2/11,10.99365751,0.74743927,0.7790733,0.7617289,0.6985092
151655,90013,2018/2/11,10.69127702,0.92063904,0.9834026,0.9306096,0.81345683
151656,166001,2018/2/11,11.01384365,0.63430107,0.6816137,0.61600995,0.57895285
151657,233006,2018/2/11,6.078710289,0.7150696,0.75080746,0.7202211,0.6844537
151658,270050,2018/2/11,7.651072125,0.6859566,0.7559037,0.7190016,0.62222284
151659,913,2018/2/11,13.82185169,0.5356307,0.6274826,0.6062628,0.42170087
151660,376510,2018/2/11,8.470588235,0.87062424,0.9513944,0.91028315,0.789207
151661,688888,2018/2/11,7.792760823,0.33567813,0.34179434,0.3032454,0.33178097
151662,90001,2018/2/11,5.979845516,0.8919767,0.94661474,0.8920002,0.72220576
151663,460001,2018/2/11,9.317727348,0.8597921,0.908254,0.85592306,0.74612206
151664,540004,2018/2/11,4.36989627,0.80692667,0.8292227,0.7982349,0.7187145
151665,996,2018/2/11,2.455661664,0.2564736,0.3024521,0.27423406,0.20108032
151666,165508,2018/2/11,7.545106616,0.5840904,0.6401317,0.6280352,0.49048027
151667,550002,2018/2/11,11.69490686,0.6254045,0.6263701,0.59323174,0.637959
151668,90011,2018/2/11,6.90188796,0.528659,0.5751171,0.5228583,0.50239664
151669,746,2018/2/11,4.798962387,0.7557266,0.8428254,0.8147478,0.65519226
151670,160610,2018/2/11,7.454674364,0.616826,0.675789,0.6425333,0.5162918
151671,751,2018/2/11,12.0795107,0.90944546,0.9857479,0.93477273,0.81947124
151672,519005,2018/2/11,23.32278709,0.70832384,0.8099517,0.76894826,0.5473058
151673,165310,2018/2/11,7.483144815,0.83324814,0.9052766,0.866595,0.8151613
151674,540003,2018/2/11,9.28328643,0.8540399,0.89580876,0.86264455,0.72550434
151675,233009,2018/2/11,8.516189145,0.29540223,0.32698146,0.3017159,0.28160983
151676,80012,2018/2/11,13.87058329,0.46523857,0.50324506,0.47179937,0.35717288
151677,260110,2018/2/11,9.099680396,0.721873,0.76846534,0.7582518,0.6781094
151678,620005,2018/2/11,5.477471689,0.68584496,0.69689125,0.6828943,0.6281745
151679,671010,2018/2/11,7.506053269,0.5919946,0.6536249,0.6094717,0.46277303
151680,979,2018/2/11,5.78358209,0.9134622,0.99247926,0.97942656,0.7519819
151681,730002,2018/2/11,8.656347555,0.92201406,0.96880496,0.9443513,0.8269664
151682,162203,2018/2/11,5.216682516,0.89348125,0.91143537,0.8981339,0.7554035
151683,1349,2018/2/11,7.427536232,0.16011205,0.21863148,0.17494564,0.12617382
151684,160607,2018/2/11,11.21484117,0.733803,0.75869256,0.7371022,0.66478854
151685,1475,2018/2/11,16.39118457,0.31472826,0.40077654,0.35409832,0.24941319
151686,610006,2018/2/11,7.443138631,0.41336527,0.46634525,0.46799722,0.35136324
151687,519115,2018/2/11,6.822742475,0.50137156,0.5444237,0.5368453,0.4392466
151688,1877,2018/2/11,10.58530511,0.123761036,0.17354932,0.14445436,0.09791858
151689,377010,2018/2/11,9.014046093,1.1927924,1.3182839,1.2466427,0.96538097
151690,550003,2018/2/11,4.670831084,0.86194897,0.87613755,0.8571916,0.8300056
151691,160910,2018/2/11,8.745639074,0.696775,0.7246678,0.7025948,0.6249869
151692,90018,2018/2/11,10.69436256,0.7311652,0.8072881,0.77529347,0.61183506
151693,82,2018/2/11,9.718119461,0.74228925,0.82318133,0.782583,0.6493684
151694,213003,2018/2/11,8.441018246,0.36409616,0.37942,0.38583773,0.31579664
151695,166005,2018/2/11,8.920044314,0.5913174,0.5990949,0.55427736,0.6332772
151696,233007,2018/2/11,6.987134406,0.60374135,0.6376905,0.6205676,0.5215912
151697,460005,2018/2/11,14.63224397,0.39552534,0.43667662,0.409463,0.341549
151698,700003,2018/2/11,7.892823181,0.42424256,0.4708476,0.4463215,0.34209463
151699,1882,2018/2/11,8.922914467,0.77403295,0.8249649,0.7842832,0.7356209
151700,288002,2018/2/11,10.40313089,0.65705925,0.6985439,0.6597457,0.54821646
151701,1881,2018/2/11,11.01915061,0.7396405,0.81399184,0.76503277,0.59774
151702,360007,2018/2/11,9.612634459,0.52307653,0.5371837,0.5358056,0.5407995
151703,1396,2018/2/11,7.658959538,0.4608718,0.5122346,0.4908264,0.35413295
151704,229002,2018/2/11,10.58978387,0.35940862,0.3867505,0.35872284,0.35098538
151705,360010,2018/2/11,6.756756757,0.5225386,0.52917784,0.48979244,0.5035727
151706,524,2018/2/11,10.41566362,0.5439204,0.6040546,0.57780975,0.46882084
151707,162204,2018/2/11,7.869786814,0.6718416,0.71927375,0.69884014,0.57185304
151708,160613,2018/2/11,6.101919746,0.58462363,0.6053032,0.55659616,0.57635295
151709,20010,2018/2/11,8.288693519,0.50709283,0.5461398,0.4998955,0.43858942
151710,1403,2018/2/11,6.06741573,0.37839106,0.41711056,0.4037046,0.3098411
151711,540010,2018/2/11,17.39402917,0.74233216,0.873486,0.8303603,0.5593685
151712,90004,2018/2/11,8.358897751,0.94439644,0.99198097,0.9459727,0.84941936
151713,577,2018/2/11,9.654178674,0.8548964,0.9046553,0.8626334,0.85542566
151714,690003,2018/2/11,11.19592875,0.8280634,0.8735178,0.8494802,0.70137656
151715,160805,2018/2/11,8.03030303,0.4004424,0.43378395,0.409072,0.27349514
151716,370027,2018/2/11,13.69938991,0.81918293,0.91238135,0.86522067,0.7143743
151717,217010,2018/2/11,10.03265602,0.4302906,0.4916346,0.46399865,0.31855845
151718,217012,2018/2/11,4.746760895,0.715866,0.7684637,0.7230454,0.6409693
151719,1088,2018/2/11,8.689248895,0.37247667,0.4149845,0.37563267,0.29036447
151720,17,2018/2/11,5.671578947,0.62886727,0.6456018,0.63006544,0.55351734
151721,540008,2018/2/11,15.53641116,0.34129474,0.4810214,0.441128,0.21558589
151722,165516,2018/2/11,8.709415584,0.64369327,0.6748061,0.6338804,0.6082092
151723,370024,2018/2/11,11.97517342,0.7546072,0.835648,0.799205,0.676123
151724,985,2018/2/11,13.8986014,0.56514084,0.6877945,0.64287525,0.46839136
151725,1736,2018/2/11,10.19553073,0.9917165,1.0776381,1.0382432,0.8761255
151726,460002,2018/2/11,8.202820282,0.67363924,0.7360472,0.69937545,0.53386366
151727,1404,2018/2/11,7.672634271,0.3157699,0.33429098,0.32723463,0.30168873
151728,1726,2018/2/11,15.42239686,0.77135086,0.8649843,0.82981217,0.60137415
151729,540009,2018/2/11,7.210125819,1.0309851,1.1021421,1.079475,0.9348129
151730,162208,2018/2/11,10.13798663,0.6556305,0.72945076,0.6933479,0.57808596
151731,1409,2018/2/11,9.116022099,0.08917584,0.109791525,0.10717892,0.06868176
151732,360016,2018/2/11,10.62596394,0.4943322,0.5607189,0.5265082,0.43289733
151733,165512,2018/2/11,4.97475146,0.8780264,0.89862037,0.88081986,0.83422714
151734,260112,2018/2/11,7.238029743,0.8299861,0.84636474,0.7814132,0.7350797
151735,90003,2018/2/11,8.337845154,0.87561136,0.91112196,0.89265347,0.76881725
151736,1000,2018/2/11,5.177372963,0.5466588,0.58670217,0.5862159,0.48378998
151737,510081,2018/2/11,7.545603743,0.65649223,0.68772185,0.62785536,0.5810866
151738,1643,2018/2/11,11.65501166,0.41534674,0.49742782,0.4618754,0.31538144
151739,260115,2018/2/11,12.73173726,0.6192698,0.6917339,0.63521487,0.5321019
151740,90009,2018/2/11,11.1618799,0.90253323,0.99343264,0.94601035,0.773326
151741,991,2018/2/11,13.25088339,0.8886162,0.98154974,0.9442117,0.76424295
151742,375010,2018/2/11,13.54077559,0.88614285,0.9857226,0.9394119,0.7391341
151743,217001,2018/2/11,6.229219949,0.64015096,0.6464022,0.6032307,0.56412166
151744,519097,2018/2/11,13.72487926,0.3539284,0.4114234,0.37401453,0.29706952
151745,519110,2018/2/11,17.80934171,0.49536622,0.59003127,0.56344444,0.36445296
151746,1421,2018/2/11,9.671361502,0.29062817,0.34315187,0.32757312,0.24791971
151747,540006,2018/2/11,5.994195344,0.88643885,0.9292895,0.9080817,0.8539152
151748,117,2018/2/11,7.916102842,0.5186138,0.600107,0.5656804,0.42423567
151749,1416,2018/2/11,10.23316062,0.5083618,0.5788274,0.55751646,0.4289758
151750,610007,2018/2/11,4.238609459,0.5262084,0.5569141,0.5683753,0.46647015
151751,162212,2018/2/11,8.498268184,0.52630156,0.547138,0.5553555,0.42628217
151752,360012,2018/2/11,8.149300156,0.25699827,0.26317328,0.22296277,0.27706778
151753,90007,2018/2/11,9.89518201,0.73757315,0.7789599,0.71267897,0.7207123
151754,217009,2018/2/11,9.967470181,0.49510002,0.54742396,0.52590424,0.3869637
151755,20009,2018/2/11,5.827953237,0.7433797,0.7862048,0.74833935,0.6822857
151756,172,2018/2/11,5.810650888,0.5521475,0.5755778,0.5413797,0.6334219
151757,20015,2018/2/11,9.560892078,0.585446,0.6532897,0.60751206,0.5137233
151758,1410,2018/2/11,16.89291101,0.8945556,1.0294924,0.9663655,0.754349
151759,83,2018/2/11,6.120584653,0.99192667,1.0109378,0.9955742,0.9454792
151760,729,2018/2/11,12.08791209,0.59742355,0.65698457,0.6196741,0.49573195
151761,354,2018/2/11,6.586229799,0.3802695,0.41971794,0.39627418,0.3239659
151762,217013,2018/2/11,3.410553411,0.5538482,0.595067,0.56077486,0.51846486
151763,519001,2018/2/11,9.130331754,0.70718414,0.73249215,0.69961613,0.63961077
151764,310328,2018/2/11,8.564469239,0.58399373,0.61182725,0.5933515,0.48798877
151765,540007,2018/2/11,7.794862679,0.6290001,0.7242219,0.6858595,0.4977994
151766,162209,2018/2/11,12.62785705,0.6751668,0.7418427,0.7224491,0.5167821
151767,1766,2018/2/11,16.10486891,0.67501277,0.73451334,0.70674616,0.5684036
151768,1267,2018/2/11,8.163265306,0.56844723,0.6060448,0.5875683,0.4930646
151769,540002,2018/2/11,8.813287425,0.6673836,0.6988628,0.66319627,0.59629446
151770,550008,2018/2/11,10.9517601,0.8118804,0.8347175,0.79845375,0.7900311
151771,70019,2018/2/11,7.1108742,0.71875554,0.7408976,0.73362815,0.66725516
151772,450007,2018/2/11,9.257985872,0.5514303,0.5841435,0.5713853,0.4461103
151773,519185,2018/2/11,9.838285669,0.30606723,0.28754818,0.2881521,0.4351338
151774,100060,2018/2/11,14.70454131,0.69875574,0.7560179,0.73155075,0.5697422
151775,309,2018/2/11,10.04756243,0.5222096,0.6231434,0.5790873,0.45690224
151776,974,2018/2/11,10.78498294,1.0291922,1.1280135,1.087787,0.9154992
151777,519093,2018/2/11,7.226236798,0.44698015,0.46129444,0.46965325,0.37056383
151778,549,2018/2/11,13.05418719,0.61793274,0.71915984,0.6769293,0.48588076
151779,70021,2018/2/11,15.57067271,0.4475806,0.51855534,0.48641098,0.36692557
151780,100056,2018/2/11,10.94508778,0.94824225,0.96461517,0.9266133,0.85701317
151781,1637,2018/2/11,10.64676617,0.56157154,0.6384181,0.61103773,0.44734326
151782,411,2018/2/11,6.295349319,0.73494714,0.775786,0.7791282,0.6256109
151783,519013,2018/2/11,2.82769556,0.35139397,0.41984773,0.39948678,0.22402689
151784,377530,2018/2/11,12.17119929,0.6933124,0.76332355,0.72064817,0.6403913
151785,660012,2018/2/11,4.447768244,0.51033,0.5502161,0.5224514,0.4129693
151786,166009,2018/2/11,11.25548291,0.41307116,0.47697884,0.4151751,0.36784744
151787,11,2018/2/11,8.35547538,1.0452124,1.0645883,1.0374424,0.9644536
151788,100039,2018/2/11,9.403741475,0.6667518,0.69323754,0.6870485,0.55294245
151789,481015,2018/2/11,8.720330237,0.57293355,0.6284073,0.61764157,0.47398823
151790,20026,2018/2/11,14.23460632,0.79065204,0.8569172,0.7858651,0.75918907
151791,460007,2018/2/11,12.18487395,0.7595513,0.8233285,0.7772583,0.6698981
151792,1956,2018/2/11,18.6993477,0.6961138,0.78398293,0.7196226,0.606213
151793,210008,2018/2/11,10.825351,0.6879564,0.7799394,0.7461125,0.54357135
151794,560003,2018/2/11,4.037717602,0.52575755,0.5585976,0.57182604,0.42223534
151795,530003,2018/2/11,8.61451556,0.6985743,0.7384994,0.7148992,0.56429106
151796,163805,2018/2/11,4.0034507,0.7543038,0.7791257,0.7396925,0.6930211
151797,1028,2018/2/11,12.61127596,0.45936897,0.53211695,0.48860523,0.35485682
151798,530001,2018/2/11,5.68412407,0.5336789,0.5667346,0.54536664,0.43143922
151799,290014,2018/2/11,3.975815317,0.47188097,0.49829605,0.46596074,0.43322536
151800,210005,2018/2/11,11.17589893,0.48317346,0.514504,0.4938516,0.40984246
151801,360001,2018/2/11,6.607096423,0.45358014,0.48392376,0.46464223,0.39312893
151802,70013,2018/2/11,7.326413822,0.72773695,0.7829432,0.74424887,0.64574295
151803,310368,2018/2/11,9.374215678,0.5405915,0.5797981,0.5506947,0.47436377
151804,620008,2018/2/11,7.027027027,0.54200155,0.5809989,0.58531356,0.4976999
151805,210003,2018/2/11,9.396711839,0.5007298,0.564338,0.51352423,0.45248652
151806,700001,2018/2/11,11.40655688,0.48073834,0.5412961,0.5266114,0.35331056
151807,270041,2018/2/11,8.204334365,0.8922196,0.9257524,0.8874588,0.8100779
151808,519996,2018/2/11,8.535692758,0.84571517,0.8851838,0.8386615,0.79267544
151809,240005,2018/2/11,6.72564688,0.7695789,0.8204658,0.7749823,0.66011673
151810,110002,2018/2/11,9.643342054,0.5314969,0.5404009,0.52330536,0.4625698
151811,162607,2018/2/11,15.73306936,1.0461316,1.1485137,1.0866579,0.8859643
151812,519664,2018/2/11,7.304669441,0.79662365,0.8289375,0.8072101,0.7774607
151813,162201,2018/2/11,16.23928117,0.63272214,0.70083517,0.67345285,0.43500924
151814,160919,2018/2/11,14.0505145,0.48661005,0.6024543,0.5677768,0.37212268
151815,240004,2018/2/11,3.460105557,0.54986054,0.58318436,0.5648686,0.45850348
151816,696,2018/2/11,10.89430894,0.5528066,0.6812321,0.63617665,0.42361295
151817,378010,2018/2/11,8.872926464,0.8525462,0.90408236,0.8760134,0.73609304
151818,660010,2018/2/11,4.376681614,0.98495626,1.0219074,1.0134029,0.8890802
151819,610004,2018/2/11,8.006962576,0.71163076,0.8002106,0.76976097,0.57603407
151820,916,2018/2/11,5.484623833,0.8711785,0.9172184,0.90546066,0.74328905
151821,1268,2018/2/11,19.88847584,0.35398388,0.39462447,0.37785673,0.30868137
151822,1039,2018/2/11,13.59102244,0.6673787,0.7734748,0.7269108,0.51471967
151823,481013,2018/2/11,5.018293016,0.71922,0.72439235,0.6979107,0.68888366
151824,570001,2018/2/11,9.872050043,0.8834083,0.9218026,0.8809876,0.8081531
151825,1277,2018/2/11,6.683480454,0.5979187,0.64487886,0.6304818,0.4952188
151826,260117,2018/2/11,7.045558235,0.74538326,0.74933666,0.75498873,0.7046628
151827,697,2018/2/11,21.29934211,0.562388,0.647572,0.6440929,0.47153324
151828,210004,2018/2/11,10.90425532,0.38834882,0.48670474,0.44398102,0.33913314
151829,1036,2018/2/11,15.22896699,0.61086875,0.67677104,0.65778726,0.4912136
151830,70017,2018/2/11,7.903973925,0.43184674,0.4718957,0.4407527,0.38187462
151831,110029,2018/2/11,20.01507841,0.38111487,0.4174254,0.41609362,0.33086795
151832,711,2018/2/11,16.54191617,0.759949,0.84496605,0.8079442,0.64792246
151833,100026,2018/2/11,9.044126247,0.7675312,0.7833237,0.75454265,0.7431597
151834,530011,2018/2/11,4.432164854,0.7604347,0.8112044,0.7771962,0.6990196
151835,233015,2018/2/11,4.961703358,0.4988907,0.5045032,0.49063906,0.50237614
151836,166006,2018/2/11,8.828477222,0.7654337,0.79810107,0.7726487,0.7407554
151837,70032,2018/2/11,6.730223986,0.78770846,0.7940562,0.7737983,0.7723872
151838,519008,2018/2/11,12.31258967,0.8493311,0.8700871,0.83197385,0.77010506
151839,481017,2018/2/11,8.037383178,0.56500477,0.5976029,0.57340574,0.5391972
151840,213002,2018/2/11,7.340720222,0.6051302,0.6442121,0.63846767,0.49221104
151841,1313,2018/2/11,18.56725146,0.7072671,0.82771087,0.77617776,0.6068404
151842,450011,2018/2/11,9.124356144,0.7538612,0.778222,0.77672225,0.6614235
